lane,variant,truth,storage_codec,model_codec,pred,n
dino,clean,5G_Downlink,sc16,bfp8,802_11ax,171
dino,clean,5G_Downlink,sc16,bfp8,Broadband_FM,28
dino,clean,5G_Downlink,sc16,bfp8,OFDM,67
dino,clean,5G_Downlink,sc16,none,5G_Downlink,54
dino,clean,5G_Downlink,sc16,none,802_11ax,155
dino,clean,5G_Downlink,sc16,none,Broadband_FM,33
dino,clean,5G_Downlink,sc16,none,OFDM,64
dino,clean,5G_Downlink,sc16,sc16,5G_Downlink,42
dino,clean,5G_Downlink,sc16,sc16,802_11ax,152
dino,clean,5G_Downlink,sc16,sc16,Broadband_FM,30
dino,clean,5G_Downlink,sc16,sc16,OFDM,82
dino,clean,802_11ax,bfp12,bfp12,5G_Downlink,3
dino,clean,802_11ax,bfp12,bfp12,802_11ax,121
dino,clean,802_11ax,bfp12,bfp12,OFDM,1
dino,clean,802_11ax,bfp12,bfp8,5G_Downlink,1
dino,clean,802_11ax,bfp12,bfp8,802_11ax,124
dino,clean,802_11ax,bfp12,none,5G_Downlink,1
dino,clean,802_11ax,bfp12,none,802_11ax,123
dino,clean,802_11ax,bfp12,none,OFDM,1
dino,clean,802_11ax,bfp12,sc16,5G_Downlink,1
dino,clean,802_11ax,bfp12,sc16,802_11ax,123
dino,clean,802_11ax,bfp12,sc16,OFDM,1
dino,clean,802_11ax,bfp8,bfp12,5G_Downlink,3
dino,clean,802_11ax,bfp8,bfp12,802_11ax,120
dino,clean,802_11ax,bfp8,bfp12,OFDM,2
dino,clean,802_11ax,bfp8,bfp8,5G_Downlink,1
dino,clean,802_11ax,bfp8,bfp8,802_11ax,124
dino,clean,802_11ax,bfp8,none,5G_Downlink,1
dino,clean,802_11ax,bfp8,none,802_11ax,123
dino,clean,802_11ax,bfp8,none,OFDM,1
dino,clean,802_11ax,bfp8,sc16,5G_Downlink,1
dino,clean,802_11ax,bfp8,sc16,802_11ax,123
dino,clean,802_11ax,bfp8,sc16,OFDM,1
dino,clean,802_11ax,none,bfp12,5G_Downlink,3
dino,clean,802_11ax,none,bfp12,802_11ax,121
dino,clean,802_11ax,none,bfp12,OFDM,1
dino,clean,802_11ax,none,bfp8,5G_Downlink,1
dino,clean,802_11ax,none,bfp8,802_11ax,124
dino,clean,802_11ax,none,none,5G_Downlink,1
dino,clean,802_11ax,none,none,802_11ax,123
dino,clean,802_11ax,none,none,OFDM,1
dino,clean,802_11ax,none,sc16,5G_Downlink,1
dino,clean,802_11ax,none,sc16,802_11ax,123
dino,clean,802_11ax,none,sc16,OFDM,1
dino,clean,802_11ax,sc16,bfp12,5G_Downlink,3
dino,clean,802_11ax,sc16,bfp12,802_11ax,121
dino,clean,802_11ax,sc16,bfp12,OFDM,1
dino,clean,802_11ax,sc16,bfp8,5G_Downlink,1
dino,clean,802_11ax,sc16,bfp8,802_11ax,124
dino,clean,802_11ax,sc16,none,5G_Downlink,1
dino,clean,802_11ax,sc16,none,802_11ax,123
dino,clean,802_11ax,sc16,none,OFDM,1
dino,clean,802_11ax,sc16,sc16,5G_Downlink,1
dino,clean,802_11ax,sc16,sc16,802_11ax,123
dino,clean,802_11ax,sc16,sc16,OFDM,1
dino,clean,BPSK,bfp12,bfp12,5G_Downlink,1
dino,clean,BPSK,bfp12,bfp12,802_11ax,51
dino,clean,BPSK,bfp12,bfp12,Broadband_FM,315
dino,clean,BPSK,bfp12,bfp12,OFDM,2
dino,clean,BPSK,bfp12,bfp8,5G_Downlink,1
dino,clean,BPSK,bfp12,bfp8,802_11ax,46
dino,clean,BPSK,bfp12,bfp8,Broadband_FM,318
dino,clean,BPSK,bfp12,bfp8,OFDM,4
dino,clean,BPSK,bfp12,none,5G_Downlink,3
dino,clean,BPSK,bfp12,none,802_11ax,33
dino,clean,BPSK,bfp12,none,Broadband_FM,328
dino,clean,BPSK,bfp12,none,Narrowband_FM,1
dino,clean,BPSK,bfp12,none,OFDM,4
dino,clean,BPSK,bfp12,sc16,802_11ax,37
dino,clean,BPSK,bfp12,sc16,Broadband_FM,321
dino,clean,BPSK,bfp12,sc16,Narrowband_FM,1
dino,clean,BPSK,bfp12,sc16,OFDM,10
dino,clean,BPSK,bfp8,bfp12,5G_Downlink,1
dino,clean,BPSK,bfp8,bfp12,802_11ax,55
dino,clean,BPSK,bfp8,bfp12,Broadband_FM,311
dino,clean,BPSK,bfp8,bfp12,OFDM,2
dino,clean,BPSK,bfp8,bfp8,5G_Downlink,1
dino,clean,BPSK,bfp8,bfp8,802_11ax,47
dino,clean,BPSK,bfp8,bfp8,Broadband_FM,317
dino,clean,BPSK,bfp8,bfp8,OFDM,4
dino,clean,BPSK,bfp8,none,5G_Downlink,3
dino,clean,BPSK,bfp8,none,802_11ax,34
dino,clean,BPSK,bfp8,none,Broadband_FM,327
dino,clean,BPSK,bfp8,none,Narrowband_FM,1
dino,clean,BPSK,bfp8,none,OFDM,4
dino,clean,BPSK,bfp8,sc16,802_11ax,36
dino,clean,BPSK,bfp8,sc16,Broadband_FM,323
dino,clean,BPSK,bfp8,sc16,Narrowband_FM,1
dino,clean,BPSK,bfp8,sc16,OFDM,9
dino,clean,BPSK,none,bfp12,5G_Downlink,1
dino,clean,BPSK,none,bfp12,802_11ax,51
dino,clean,BPSK,none,bfp12,Broadband_FM,315
dino,clean,BPSK,none,bfp12,OFDM,2
dino,clean,BPSK,none,bfp8,5G_Downlink,1
dino,clean,BPSK,none,bfp8,802_11ax,47
dino,clean,BPSK,none,bfp8,Broadband_FM,317
dino,clean,BPSK,none,bfp8,OFDM,4
dino,clean,BPSK,none,none,5G_Downlink,3
dino,clean,BPSK,none,none,802_11ax,34
dino,clean,BPSK,none,none,Broadband_FM,327
dino,clean,BPSK,none,none,Narrowband_FM,1
dino,clean,BPSK,none,none,OFDM,4
dino,clean,BPSK,none,sc16,802_11ax,37
dino,clean,BPSK,none,sc16,Broadband_FM,321
dino,clean,BPSK,none,sc16,Narrowband_FM,1
dino,clean,BPSK,none,sc16,OFDM,10
dino,clean,BPSK,sc16,bfp12,5G_Downlink,1
dino,clean,BPSK,sc16,bfp12,802_11ax,51
dino,clean,BPSK,sc16,bfp12,Broadband_FM,315
dino,clean,BPSK,sc16,bfp12,OFDM,2
dino,clean,BPSK,sc16,bfp8,5G_Downlink,1
dino,clean,BPSK,sc16,bfp8,802_11ax,47
dino,clean,BPSK,sc16,bfp8,Broadband_FM,317
dino,clean,BPSK,sc16,bfp8,OFDM,4
dino,clean,BPSK,sc16,none,5G_Downlink,3
dino,clean,BPSK,sc16,none,802_11ax,34
dino,clean,BPSK,sc16,none,Broadband_FM,327
dino,clean,BPSK,sc16,none,Narrowband_FM,1
dino,clean,BPSK,sc16,none,OFDM,4
dino,clean,BPSK,sc16,sc16,802_11ax,37
dino,clean,BPSK,sc16,sc16,Broadband_FM,321
dino,clean,BPSK,sc16,sc16,Narrowband_FM,1
dino,clean,BPSK,sc16,sc16,OFDM,10
dino,clean,Bluetooth,bfp12,bfp12,802_11ax,17
dino,clean,Bluetooth,bfp12,bfp12,Broadband_FM,134
dino,clean,Bluetooth,bfp12,bfp12,Narrowband_FM,8
dino,clean,Bluetooth,bfp12,bfp12,OFDM,8
dino,clean,Bluetooth,bfp12,bfp8,5G_Downlink,1
dino,clean,Bluetooth,bfp12,bfp8,802_11ax,13
dino,clean,Bluetooth,bfp12,bfp8,Broadband_FM,142
dino,clean,Bluetooth,bfp12,bfp8,Narrowband_FM,7
dino,clean,Bluetooth,bfp12,bfp8,OFDM,4
dino,clean,Bluetooth,bfp12,none,5G_Downlink,1
dino,clean,Bluetooth,bfp12,none,802_11ax,12
dino,clean,Bluetooth,bfp12,none,Broadband_FM,143
dino,clean,Bluetooth,bfp12,none,Narrowband_FM,6
dino,clean,Bluetooth,bfp12,none,OFDM,5
dino,clean,Bluetooth,bfp12,sc16,802_11ax,13
dino,clean,Bluetooth,bfp12,sc16,Broadband_FM,141
dino,clean,Bluetooth,bfp12,sc16,Narrowband_FM,4
dino,clean,Bluetooth,bfp12,sc16,OFDM,9
dino,clean,Bluetooth,bfp8,bfp12,802_11ax,17
dino,clean,Bluetooth,bfp8,bfp12,Broadband_FM,134
dino,clean,Bluetooth,bfp8,bfp12,Narrowband_FM,8
dino,clean,Bluetooth,bfp8,bfp12,OFDM,8
dino,clean,Bluetooth,bfp8,bfp8,5G_Downlink,1
dino,clean,Bluetooth,bfp8,bfp8,802_11ax,13
dino,clean,Bluetooth,bfp8,bfp8,Broadband_FM,142
dino,clean,Bluetooth,bfp8,bfp8,Narrowband_FM,7
dino,clean,Bluetooth,bfp8,bfp8,OFDM,4
dino,clean,Bluetooth,bfp8,none,5G_Downlink,1
dino,clean,Bluetooth,bfp8,none,802_11ax,11
dino,clean,Bluetooth,bfp8,none,Broadband_FM,146
dino,clean,Bluetooth,bfp8,none,Narrowband_FM,5
dino,clean,Bluetooth,bfp8,none,OFDM,4
dino,clean,Bluetooth,bfp8,sc16,802_11ax,13
dino,clean,Bluetooth,bfp8,sc16,Broadband_FM,143
dino,clean,Bluetooth,bfp8,sc16,Narrowband_FM,4
dino,clean,Bluetooth,bfp8,sc16,OFDM,7
dino,clean,Bluetooth,none,bfp12,802_11ax,17
dino,clean,Bluetooth,none,bfp12,Broadband_FM,134
dino,clean,Bluetooth,none,bfp12,Narrowband_FM,8
dino,clean,Bluetooth,none,bfp12,OFDM,8
dino,clean,Bluetooth,none,bfp8,5G_Downlink,1
dino,clean,Bluetooth,none,bfp8,802_11ax,13
dino,clean,Bluetooth,none,bfp8,Broadband_FM,142
dino,clean,Bluetooth,none,bfp8,Narrowband_FM,7
dino,clean,Bluetooth,none,bfp8,OFDM,4
dino,clean,Bluetooth,none,none,5G_Downlink,1
dino,clean,Bluetooth,none,none,802_11ax,12
dino,clean,Bluetooth,none,none,Broadband_FM,143
dino,clean,Bluetooth,none,none,Narrowband_FM,6
dino,clean,Bluetooth,none,none,OFDM,5
dino,clean,Bluetooth,none,sc16,802_11ax,13
dino,clean,Bluetooth,none,sc16,Broadband_FM,141
dino,clean,Bluetooth,none,sc16,Narrowband_FM,4
dino,clean,Bluetooth,none,sc16,OFDM,9
dino,clean,Bluetooth,sc16,bfp12,802_11ax,17
dino,clean,Bluetooth,sc16,bfp12,Broadband_FM,134
dino,clean,Bluetooth,sc16,bfp12,Narrowband_FM,8
dino,clean,Bluetooth,sc16,bfp12,OFDM,8
dino,clean,Bluetooth,sc16,bfp8,5G_Downlink,1
dino,clean,Bluetooth,sc16,bfp8,802_11ax,13
dino,clean,Bluetooth,sc16,bfp8,Broadband_FM,142
dino,clean,Bluetooth,sc16,bfp8,Narrowband_FM,7
dino,clean,Bluetooth,sc16,bfp8,OFDM,4
dino,clean,Bluetooth,sc16,none,5G_Downlink,1
dino,clean,Bluetooth,sc16,none,802_11ax,12
dino,clean,Bluetooth,sc16,none,Broadband_FM,143
dino,clean,Bluetooth,sc16,none,Narrowband_FM,6
dino,clean,Bluetooth,sc16,none,OFDM,5
dino,clean,Bluetooth,sc16,sc16,802_11ax,13
dino,clean,Bluetooth,sc16,sc16,Broadband_FM,141
dino,clean,Bluetooth,sc16,sc16,Narrowband_FM,4
dino,clean,Bluetooth,sc16,sc16,OFDM,9
dino,clean,Broadband_FM,bfp12,bfp12,5G_Downlink,1
dino,clean,Broadband_FM,bfp12,bfp12,802_11ax,4
dino,clean,Broadband_FM,bfp12,bfp12,Broadband_FM,11
dino,clean,Broadband_FM,bfp12,bfp12,OFDM,2
dino,clean,Broadband_FM,bfp12,bfp8,5G_Downlink,1
dino,clean,Broadband_FM,bfp12,bfp8,802_11ax,3
dino,clean,Broadband_FM,bfp12,bfp8,Broadband_FM,12
dino,clean,Broadband_FM,bfp12,bfp8,NOISE,1
dino,clean,Broadband_FM,bfp12,bfp8,OFDM,1
dino,clean,Broadband_FM,bfp12,none,5G_Downlink,1
dino,clean,Broadband_FM,bfp12,none,802_11ax,3
dino,clean,Broadband_FM,bfp12,none,Broadband_FM,12
dino,clean,Broadband_FM,bfp12,none,OFDM,2
dino,clean,Broadband_FM,bfp12,sc16,5G_Downlink,1
dino,clean,Broadband_FM,bfp12,sc16,802_11ax,4
dino,clean,Broadband_FM,bfp12,sc16,Broadband_FM,12
dino,clean,Broadband_FM,bfp12,sc16,NOISE,1
dino,clean,Broadband_FM,bfp8,bfp12,5G_Downlink,1
dino,clean,Broadband_FM,bfp8,bfp12,802_11ax,4
dino,clean,Broadband_FM,bfp8,bfp12,Broadband_FM,11
dino,clean,Broadband_FM,bfp8,bfp12,OFDM,2
dino,clean,Broadband_FM,bfp8,bfp8,5G_Downlink,1
dino,clean,Broadband_FM,bfp8,bfp8,802_11ax,3
dino,clean,Broadband_FM,bfp8,bfp8,Broadband_FM,12
dino,clean,Broadband_FM,bfp8,bfp8,NOISE,1
dino,clean,Broadband_FM,bfp8,bfp8,OFDM,1
dino,clean,Broadband_FM,bfp8,none,5G_Downlink,1
dino,clean,Broadband_FM,bfp8,none,802_11ax,3
dino,clean,Broadband_FM,bfp8,none,Broadband_FM,12
dino,clean,Broadband_FM,bfp8,none,OFDM,2
dino,clean,Broadband_FM,bfp8,sc16,5G_Downlink,1
dino,clean,Broadband_FM,bfp8,sc16,802_11ax,4
dino,clean,Broadband_FM,bfp8,sc16,Broadband_FM,12
dino,clean,Broadband_FM,bfp8,sc16,NOISE,1
dino,clean,Broadband_FM,none,bfp12,5G_Downlink,1
dino,clean,Broadband_FM,none,bfp12,802_11ax,4
dino,clean,Broadband_FM,none,bfp12,Broadband_FM,11
dino,clean,Broadband_FM,none,bfp12,OFDM,2
dino,clean,Broadband_FM,none,bfp8,5G_Downlink,1
dino,clean,Broadband_FM,none,bfp8,802_11ax,3
dino,clean,Broadband_FM,none,bfp8,Broadband_FM,12
dino,clean,Broadband_FM,none,bfp8,NOISE,1
dino,clean,Broadband_FM,none,bfp8,OFDM,1
dino,clean,Broadband_FM,none,none,5G_Downlink,1
dino,clean,Broadband_FM,none,none,802_11ax,3
dino,clean,Broadband_FM,none,none,Broadband_FM,12
dino,clean,Broadband_FM,none,none,OFDM,2
dino,clean,Broadband_FM,none,sc16,5G_Downlink,1
dino,clean,Broadband_FM,none,sc16,802_11ax,4
dino,clean,Broadband_FM,none,sc16,Broadband_FM,12
dino,clean,Broadband_FM,none,sc16,NOISE,1
dino,clean,Broadband_FM,sc16,bfp12,5G_Downlink,1
dino,clean,Broadband_FM,sc16,bfp12,802_11ax,4
dino,clean,Broadband_FM,sc16,bfp12,Broadband_FM,11
dino,clean,Broadband_FM,sc16,bfp12,OFDM,2
dino,clean,Broadband_FM,sc16,bfp8,5G_Downlink,1
dino,clean,Broadband_FM,sc16,bfp8,802_11ax,3
dino,clean,Broadband_FM,sc16,bfp8,Broadband_FM,12
dino,clean,Broadband_FM,sc16,bfp8,NOISE,1
dino,clean,Broadband_FM,sc16,bfp8,OFDM,1
dino,clean,Broadband_FM,sc16,none,5G_Downlink,1
dino,clean,Broadband_FM,sc16,none,802_11ax,3
dino,clean,Broadband_FM,sc16,none,Broadband_FM,12
dino,clean,Broadband_FM,sc16,none,OFDM,2
dino,clean,Broadband_FM,sc16,sc16,5G_Downlink,1
dino,clean,Broadband_FM,sc16,sc16,802_11ax,4
dino,clean,Broadband_FM,sc16,sc16,Broadband_FM,12
dino,clean,Broadband_FM,sc16,sc16,NOISE,1
dino,clean,NOISE,bfp12,bfp12,16QAM,15
dino,clean,NOISE,bfp12,bfp12,802_11ax,468
dino,clean,NOISE,bfp12,bfp12,BPSK,6
dino,clean,NOISE,bfp12,bfp12,Bluetooth,2
dino,clean,NOISE,bfp12,bfp12,Broadband_FM,446
dino,clean,NOISE,bfp12,bfp12,OFDM,7
dino,clean,NOISE,bfp12,bfp12,QPSK,3
dino,clean,NOISE,bfp12,bfp8,802_11ax,124
dino,clean,NOISE,bfp12,bfp8,Broadband_FM,816
dino,clean,NOISE,bfp12,bfp8,OFDM,7
dino,clean,NOISE,bfp12,none,5G_Downlink,2
dino,clean,NOISE,bfp12,none,802_11ax,42
dino,clean,NOISE,bfp12,none,Broadband_FM,897
dino,clean,NOISE,bfp12,none,OFDM,6
dino,clean,NOISE,bfp12,sc16,802_11ax,54
dino,clean,NOISE,bfp12,sc16,Broadband_FM,885
dino,clean,NOISE,bfp12,sc16,OFDM,8
dino,clean,NOISE,bfp8,bfp12,16QAM,13
dino,clean,NOISE,bfp8,bfp12,802_11ax,487
dino,clean,NOISE,bfp8,bfp12,BPSK,5
dino,clean,NOISE,bfp8,bfp12,Bluetooth,2
dino,clean,NOISE,bfp8,bfp12,Broadband_FM,432
dino,clean,NOISE,bfp8,bfp12,OFDM,6
dino,clean,NOISE,bfp8,bfp12,QPSK,2
dino,clean,NOISE,bfp8,bfp8,802_11ax,125
dino,clean,NOISE,bfp8,bfp8,Broadband_FM,815
dino,clean,NOISE,bfp8,bfp8,OFDM,7
dino,clean,NOISE,bfp8,none,5G_Downlink,2
dino,clean,NOISE,bfp8,none,802_11ax,41
dino,clean,NOISE,bfp8,none,Broadband_FM,898
dino,clean,NOISE,bfp8,none,OFDM,6
dino,clean,NOISE,bfp8,sc16,802_11ax,53
dino,clean,NOISE,bfp8,sc16,Broadband_FM,887
dino,clean,NOISE,bfp8,sc16,OFDM,7
dino,clean,NOISE,none,bfp12,16QAM,15
dino,clean,NOISE,none,bfp12,802_11ax,468
dino,clean,NOISE,none,bfp12,BPSK,6
dino,clean,NOISE,none,bfp12,Bluetooth,2
dino,clean,NOISE,none,bfp12,Broadband_FM,446
dino,clean,NOISE,none,bfp12,OFDM,7
dino,clean,NOISE,none,bfp12,QPSK,3
dino,clean,NOISE,none,bfp8,802_11ax,125
dino,clean,NOISE,none,bfp8,Broadband_FM,815
dino,clean,NOISE,none,bfp8,OFDM,7
dino,clean,NOISE,none,none,5G_Downlink,2
dino,clean,NOISE,none,none,802_11ax,43
dino,clean,NOISE,none,none,Broadband_FM,896
dino,clean,NOISE,none,none,OFDM,6
dino,clean,NOISE,none,sc16,802_11ax,54
dino,clean,NOISE,none,sc16,Broadband_FM,885
dino,clean,NOISE,none,sc16,OFDM,8
dino,clean,NOISE,sc16,bfp12,16QAM,15
dino,clean,NOISE,sc16,bfp12,802_11ax,468
dino,clean,NOISE,sc16,bfp12,BPSK,6
dino,clean,NOISE,sc16,bfp12,Bluetooth,2
dino,clean,NOISE,sc16,bfp12,Broadband_FM,446
dino,clean,NOISE,sc16,bfp12,OFDM,7
dino,clean,NOISE,sc16,bfp12,QPSK,3
dino,clean,NOISE,sc16,bfp8,802_11ax,125
dino,clean,NOISE,sc16,bfp8,Broadband_FM,815
dino,clean,NOISE,sc16,bfp8,OFDM,7
dino,clean,NOISE,sc16,none,5G_Downlink,2
dino,clean,NOISE,sc16,none,802_11ax,43
dino,clean,NOISE,sc16,none,Broadband_FM,896
dino,clean,NOISE,sc16,none,OFDM,6
dino,clean,NOISE,sc16,sc16,802_11ax,54
dino,clean,NOISE,sc16,sc16,Broadband_FM,885
dino,clean,NOISE,sc16,sc16,OFDM,8
dino,clean,Narrowband_FM,bfp12,bfp12,802_11ax,1
dino,clean,Narrowband_FM,bfp12,bfp12,Broadband_FM,12
dino,clean,Narrowband_FM,bfp12,bfp8,802_11ax,1
dino,clean,Narrowband_FM,bfp12,bfp8,Broadband_FM,12
dino,clean,Narrowband_FM,bfp12,none,802_11ax,1
dino,clean,Narrowband_FM,bfp12,none,Broadband_FM,12
dino,clean,Narrowband_FM,bfp12,sc16,802_11ax,1
dino,clean,Narrowband_FM,bfp12,sc16,BPSK,1
dino,clean,Narrowband_FM,bfp12,sc16,Broadband_FM,11
dino,clean,Narrowband_FM,bfp8,bfp12,802_11ax,1
dino,clean,Narrowband_FM,bfp8,bfp12,Broadband_FM,12
dino,clean,Narrowband_FM,bfp8,bfp8,802_11ax,1
dino,clean,Narrowband_FM,bfp8,bfp8,Broadband_FM,12
dino,clean,Narrowband_FM,bfp8,none,802_11ax,1
dino,clean,Narrowband_FM,bfp8,none,Broadband_FM,12
dino,clean,Narrowband_FM,bfp8,sc16,802_11ax,1
dino,clean,Narrowband_FM,bfp8,sc16,BPSK,1
dino,clean,Narrowband_FM,bfp8,sc16,Broadband_FM,11
dino,clean,Narrowband_FM,none,bfp12,802_11ax,1
dino,clean,Narrowband_FM,none,bfp12,Broadband_FM,12
dino,clean,Narrowband_FM,none,bfp8,802_11ax,1
dino,clean,Narrowband_FM,none,bfp8,Broadband_FM,12
dino,clean,Narrowband_FM,none,none,802_11ax,1
dino,clean,Narrowband_FM,none,none,Broadband_FM,12
dino,clean,Narrowband_FM,none,sc16,802_11ax,1
dino,clean,Narrowband_FM,none,sc16,BPSK,1
dino,clean,Narrowband_FM,none,sc16,Broadband_FM,11
dino,clean,Narrowband_FM,sc16,bfp12,802_11ax,1
dino,clean,Narrowband_FM,sc16,bfp12,Broadband_FM,12
dino,clean,Narrowband_FM,sc16,bfp8,802_11ax,1
dino,clean,Narrowband_FM,sc16,bfp8,Broadband_FM,12
dino,clean,Narrowband_FM,sc16,none,802_11ax,1
dino,clean,Narrowband_FM,sc16,none,Broadband_FM,12
dino,clean,Narrowband_FM,sc16,sc16,802_11ax,1
dino,clean,Narrowband_FM,sc16,sc16,BPSK,1
dino,clean,Narrowband_FM,sc16,sc16,Broadband_FM,11
dino,clean,OFDM,bfp12,bfp12,16QAM,3
dino,clean,OFDM,bfp12,bfp12,5G_Downlink,4
dino,clean,OFDM,bfp12,bfp12,802_11ax,37
dino,clean,OFDM,bfp12,bfp12,BPSK,2
dino,clean,OFDM,bfp12,bfp12,Broadband_FM,45
dino,clean,OFDM,bfp12,bfp12,Narrowband_FM,1
dino,clean,OFDM,bfp12,bfp12,OFDM,72
dino,clean,OFDM,bfp12,bfp8,5G_Downlink,3
dino,clean,OFDM,bfp12,bfp8,802_11ax,34
dino,clean,OFDM,bfp12,bfp8,Broadband_FM,57
dino,clean,OFDM,bfp12,bfp8,Narrowband_FM,2
dino,clean,OFDM,bfp12,bfp8,OFDM,68
dino,clean,OFDM,bfp12,none,5G_Downlink,8
dino,clean,OFDM,bfp12,none,802_11ax,24
dino,clean,OFDM,bfp12,none,Broadband_FM,63
dino,clean,OFDM,bfp12,none,OFDM,69
dino,clean,OFDM,bfp12,sc16,5G_Downlink,5
dino,clean,OFDM,bfp12,sc16,802_11ax,32
dino,clean,OFDM,bfp12,sc16,Broadband_FM,52
dino,clean,OFDM,bfp12,sc16,Narrowband_FM,1
dino,clean,OFDM,bfp12,sc16,OFDM,74
dino,clean,OFDM,bfp8,bfp12,16QAM,3
dino,clean,OFDM,bfp8,bfp12,5G_Downlink,6
dino,clean,OFDM,bfp8,bfp12,802_11ax,38
dino,clean,OFDM,bfp8,bfp12,BPSK,1
dino,clean,OFDM,bfp8,bfp12,Broadband_FM,46
dino,clean,OFDM,bfp8,bfp12,Narrowband_FM,1
dino,clean,OFDM,bfp8,bfp12,OFDM,69
dino,clean,OFDM,bfp8,bfp8,5G_Downlink,3
dino,clean,OFDM,bfp8,bfp8,802_11ax,34
dino,clean,OFDM,bfp8,bfp8,Broadband_FM,57
dino,clean,OFDM,bfp8,bfp8,Narrowband_FM,2
dino,clean,OFDM,bfp8,bfp8,OFDM,68
dino,clean,OFDM,bfp8,none,5G_Downlink,8
dino,clean,OFDM,bfp8,none,802_11ax,23
dino,clean,OFDM,bfp8,none,Broadband_FM,64
dino,clean,OFDM,bfp8,none,OFDM,69
dino,clean,OFDM,bfp8,sc16,5G_Downlink,3
dino,clean,OFDM,bfp8,sc16,802_11ax,31
dino,clean,OFDM,bfp8,sc16,Broadband_FM,52
dino,clean,OFDM,bfp8,sc16,Narrowband_FM,1
dino,clean,OFDM,bfp8,sc16,OFDM,76
dino,clean,OFDM,bfp8,sc16,QPSK,1
dino,clean,OFDM,none,bfp12,16QAM,3
dino,clean,OFDM,none,bfp12,5G_Downlink,4
dino,clean,OFDM,none,bfp12,802_11ax,37
dino,clean,OFDM,none,bfp12,BPSK,2
dino,clean,OFDM,none,bfp12,Broadband_FM,45
dino,clean,OFDM,none,bfp12,Narrowband_FM,1
dino,clean,OFDM,none,bfp12,OFDM,72
dino,clean,OFDM,none,bfp8,5G_Downlink,3
dino,clean,OFDM,none,bfp8,802_11ax,34
dino,clean,OFDM,none,bfp8,Broadband_FM,57
dino,clean,OFDM,none,bfp8,Narrowband_FM,2
dino,clean,OFDM,none,bfp8,OFDM,68
dino,clean,OFDM,none,none,5G_Downlink,8
dino,clean,OFDM,none,none,802_11ax,24
dino,clean,OFDM,none,none,Broadband_FM,63
dino,clean,OFDM,none,none,OFDM,69
dino,clean,OFDM,none,sc16,5G_Downlink,5
dino,clean,OFDM,none,sc16,802_11ax,31
dino,clean,OFDM,none,sc16,Broadband_FM,52
dino,clean,OFDM,none,sc16,Narrowband_FM,1
dino,clean,OFDM,none,sc16,OFDM,75
dino,clean,OFDM,sc16,bfp12,16QAM,3
dino,clean,OFDM,sc16,bfp12,5G_Downlink,4
dino,clean,OFDM,sc16,bfp12,802_11ax,37
dino,clean,OFDM,sc16,bfp12,BPSK,2
dino,clean,OFDM,sc16,bfp12,Broadband_FM,45
dino,clean,OFDM,sc16,bfp12,Narrowband_FM,1
dino,clean,OFDM,sc16,bfp12,OFDM,72
dino,clean,OFDM,sc16,bfp8,5G_Downlink,3
dino,clean,OFDM,sc16,bfp8,802_11ax,34
dino,clean,OFDM,sc16,bfp8,Broadband_FM,57
dino,clean,OFDM,sc16,bfp8,Narrowband_FM,2
dino,clean,OFDM,sc16,bfp8,OFDM,68
dino,clean,OFDM,sc16,none,5G_Downlink,8
dino,clean,OFDM,sc16,none,802_11ax,24
dino,clean,OFDM,sc16,none,Broadband_FM,63
dino,clean,OFDM,sc16,none,OFDM,69
dino,clean,OFDM,sc16,sc16,5G_Downlink,5
dino,clean,OFDM,sc16,sc16,802_11ax,31
dino,clean,OFDM,sc16,sc16,Broadband_FM,52
dino,clean,OFDM,sc16,sc16,Narrowband_FM,1
dino,clean,OFDM,sc16,sc16,OFDM,75
dino,clean,QPSK,bfp12,bfp12,802_11ax,33
dino,clean,QPSK,bfp12,bfp12,Broadband_FM,369
dino,clean,QPSK,bfp12,bfp12,OFDM,2
dino,clean,QPSK,bfp12,bfp8,802_11ax,21
dino,clean,QPSK,bfp12,bfp8,Broadband_FM,373
dino,clean,QPSK,bfp12,bfp8,OFDM,10
dino,clean,QPSK,bfp12,none,5G_Downlink,3
dino,clean,QPSK,bfp12,none,802_11ax,13
dino,clean,QPSK,bfp12,none,Broadband_FM,376
dino,clean,QPSK,bfp12,none,OFDM,12
dino,clean,QPSK,bfp12,sc16,802_11ax,26
dino,clean,QPSK,bfp12,sc16,Broadband_FM,370
dino,clean,QPSK,bfp12,sc16,OFDM,8
dino,clean,QPSK,bfp8,bfp12,802_11ax,33
dino,clean,QPSK,bfp8,bfp12,Broadband_FM,369
dino,clean,QPSK,bfp8,bfp12,OFDM,2
dino,clean,QPSK,bfp8,bfp8,802_11ax,21
dino,clean,QPSK,bfp8,bfp8,Broadband_FM,373
dino,clean,QPSK,bfp8,bfp8,OFDM,10
dino,clean,QPSK,bfp8,none,5G_Downlink,3
dino,clean,QPSK,bfp8,none,802_11ax,12
dino,clean,QPSK,bfp8,none,Broadband_FM,377
dino,clean,QPSK,bfp8,none,OFDM,12
dino,clean,QPSK,bfp8,sc16,802_11ax,26
dino,clean,QPSK,bfp8,sc16,Broadband_FM,370
dino,clean,QPSK,bfp8,sc16,OFDM,8
dino,clean,QPSK,none,bfp12,802_11ax,33
dino,clean,QPSK,none,bfp12,Broadband_FM,369
dino,clean,QPSK,none,bfp12,OFDM,2
dino,clean,QPSK,none,bfp8,802_11ax,21
