lane,variant,truth,storage_codec,model_codec,pred,n
dino,-10,NOISE,sc16,none,Bluetooth,79
dino,-10,NOISE,sc16,none,Broadband_FM,1282
dino,-10,NOISE,sc16,none,NOISE,764
dino,-10,NOISE,sc16,none,Narrowband_FM,98
dino,-10,NOISE,sc16,none,OFDM,2315
dino,-10,NOISE,sc16,none,QPSK,75
dino,-10,NOISE,sc16,sc16,16QAM,147
dino,-10,NOISE,sc16,sc16,5G_Downlink,1739
dino,-10,NOISE,sc16,sc16,802_11ax,2588
dino,-10,NOISE,sc16,sc16,BPSK,98
dino,-10,NOISE,sc16,sc16,Bluetooth,43
dino,-10,NOISE,sc16,sc16,Broadband_FM,795
dino,-10,NOISE,sc16,sc16,NOISE,741
dino,-10,NOISE,sc16,sc16,Narrowband_FM,64
dino,-10,NOISE,sc16,sc16,OFDM,2962
dino,-10,NOISE,sc16,sc16,QPSK,67
dino,-10,OFDM,bfp12,bfp12,5G_Downlink,6
dino,-10,OFDM,bfp12,bfp12,802_11ax,6
dino,-10,OFDM,bfp12,bfp12,NOISE,2
dino,-10,OFDM,bfp12,bfp12,OFDM,5
dino,-10,OFDM,bfp12,bfp8,5G_Downlink,6
dino,-10,OFDM,bfp12,bfp8,802_11ax,5
dino,-10,OFDM,bfp12,bfp8,Broadband_FM,1
dino,-10,OFDM,bfp12,bfp8,NOISE,2
dino,-10,OFDM,bfp12,bfp8,OFDM,5
dino,-10,OFDM,bfp12,none,5G_Downlink,4
dino,-10,OFDM,bfp12,none,802_11ax,9
dino,-10,OFDM,bfp12,none,NOISE,1
dino,-10,OFDM,bfp12,none,OFDM,5
dino,-10,OFDM,bfp12,sc16,5G_Downlink,6
dino,-10,OFDM,bfp12,sc16,802_11ax,6
dino,-10,OFDM,bfp12,sc16,Broadband_FM,1
dino,-10,OFDM,bfp12,sc16,NOISE,3
dino,-10,OFDM,bfp12,sc16,OFDM,3
dino,-10,OFDM,bfp8,bfp12,5G_Downlink,7
dino,-10,OFDM,bfp8,bfp12,802_11ax,6
dino,-10,OFDM,bfp8,bfp12,NOISE,2
dino,-10,OFDM,bfp8,bfp12,OFDM,4
dino,-10,OFDM,bfp8,bfp8,5G_Downlink,6
dino,-10,OFDM,bfp8,bfp8,802_11ax,5
dino,-10,OFDM,bfp8,bfp8,Broadband_FM,1
dino,-10,OFDM,bfp8,bfp8,NOISE,2
dino,-10,OFDM,bfp8,bfp8,OFDM,5
dino,-10,OFDM,bfp8,none,5G_Downlink,4
dino,-10,OFDM,bfp8,none,802_11ax,8
dino,-10,OFDM,bfp8,none,Broadband_FM,1
dino,-10,OFDM,bfp8,none,NOISE,1
dino,-10,OFDM,bfp8,none,OFDM,5
dino,-10,OFDM,bfp8,sc16,5G_Downlink,7
dino,-10,OFDM,bfp8,sc16,802_11ax,5
dino,-10,OFDM,bfp8,sc16,Broadband_FM,1
dino,-10,OFDM,bfp8,sc16,NOISE,3
dino,-10,OFDM,bfp8,sc16,OFDM,3
dino,-10,OFDM,none,bfp12,5G_Downlink,6
dino,-10,OFDM,none,bfp12,802_11ax,6
dino,-10,OFDM,none,bfp12,NOISE,2
dino,-10,OFDM,none,bfp12,OFDM,5
dino,-10,OFDM,none,bfp8,5G_Downlink,6
dino,-10,OFDM,none,bfp8,802_11ax,5
dino,-10,OFDM,none,bfp8,Broadband_FM,1
dino,-10,OFDM,none,bfp8,NOISE,2
dino,-10,OFDM,none,bfp8,OFDM,5
dino,-10,OFDM,none,none,5G_Downlink,4
dino,-10,OFDM,none,none,802_11ax,9
dino,-10,OFDM,none,none,NOISE,1
dino,-10,OFDM,none,none,OFDM,5
dino,-10,OFDM,none,sc16,5G_Downlink,6
dino,-10,OFDM,none,sc16,802_11ax,5
dino,-10,OFDM,none,sc16,Broadband_FM,1
dino,-10,OFDM,none,sc16,NOISE,4
dino,-10,OFDM,none,sc16,OFDM,3
dino,-10,OFDM,sc16,bfp12,5G_Downlink,6
dino,-10,OFDM,sc16,bfp12,802_11ax,6
dino,-10,OFDM,sc16,bfp12,NOISE,2
dino,-10,OFDM,sc16,bfp12,OFDM,5
dino,-10,OFDM,sc16,bfp8,5G_Downlink,6
dino,-10,OFDM,sc16,bfp8,802_11ax,5
dino,-10,OFDM,sc16,bfp8,Broadband_FM,1
dino,-10,OFDM,sc16,bfp8,NOISE,2
dino,-10,OFDM,sc16,bfp8,OFDM,5
dino,-10,OFDM,sc16,none,5G_Downlink,4
dino,-10,OFDM,sc16,none,802_11ax,9
dino,-10,OFDM,sc16,none,NOISE,1
dino,-10,OFDM,sc16,none,OFDM,5
dino,-10,OFDM,sc16,sc16,5G_Downlink,6
dino,-10,OFDM,sc16,sc16,802_11ax,5
dino,-10,OFDM,sc16,sc16,Broadband_FM,1
dino,-10,OFDM,sc16,sc16,NOISE,4
dino,-10,OFDM,sc16,sc16,OFDM,3
dino,-10,QPSK,bfp12,bfp12,5G_Downlink,13
dino,-10,QPSK,bfp12,bfp12,802_11ax,8
dino,-10,QPSK,bfp12,bfp12,NOISE,10
dino,-10,QPSK,bfp12,bfp12,Narrowband_FM,1
dino,-10,QPSK,bfp12,bfp12,OFDM,11
dino,-10,QPSK,bfp12,bfp8,5G_Downlink,14
dino,-10,QPSK,bfp12,bfp8,802_11ax,7
dino,-10,QPSK,bfp12,bfp8,NOISE,9
dino,-10,QPSK,bfp12,bfp8,OFDM,12
dino,-10,QPSK,bfp12,bfp8,QPSK,1
dino,-10,QPSK,bfp12,none,5G_Downlink,14
dino,-10,QPSK,bfp12,none,802_11ax,7
dino,-10,QPSK,bfp12,none,NOISE,8
dino,-10,QPSK,bfp12,none,OFDM,14
dino,-10,QPSK,bfp12,sc16,5G_Downlink,15
dino,-10,QPSK,bfp12,sc16,802_11ax,6
dino,-10,QPSK,bfp12,sc16,NOISE,8
dino,-10,QPSK,bfp12,sc16,OFDM,14
dino,-10,QPSK,bfp8,bfp12,5G_Downlink,13
dino,-10,QPSK,bfp8,bfp12,802_11ax,8
dino,-10,QPSK,bfp8,bfp12,NOISE,10
dino,-10,QPSK,bfp8,bfp12,Narrowband_FM,1
dino,-10,QPSK,bfp8,bfp12,OFDM,11
dino,-10,QPSK,bfp8,bfp8,5G_Downlink,14
dino,-10,QPSK,bfp8,bfp8,802_11ax,7
dino,-10,QPSK,bfp8,bfp8,NOISE,9
dino,-10,QPSK,bfp8,bfp8,OFDM,12
dino,-10,QPSK,bfp8,bfp8,QPSK,1
dino,-10,QPSK,bfp8,none,5G_Downlink,13
dino,-10,QPSK,bfp8,none,802_11ax,7
dino,-10,QPSK,bfp8,none,NOISE,8
dino,-10,QPSK,bfp8,none,Narrowband_FM,1
dino,-10,QPSK,bfp8,none,OFDM,14
dino,-10,QPSK,bfp8,sc16,5G_Downlink,14
dino,-10,QPSK,bfp8,sc16,802_11ax,6
dino,-10,QPSK,bfp8,sc16,NOISE,8
dino,-10,QPSK,bfp8,sc16,OFDM,15
dino,-10,QPSK,none,bfp12,5G_Downlink,13
dino,-10,QPSK,none,bfp12,802_11ax,8
dino,-10,QPSK,none,bfp12,NOISE,10
dino,-10,QPSK,none,bfp12,Narrowband_FM,1
dino,-10,QPSK,none,bfp12,OFDM,11
dino,-10,QPSK,none,bfp8,5G_Downlink,14
dino,-10,QPSK,none,bfp8,802_11ax,7
dino,-10,QPSK,none,bfp8,NOISE,9
dino,-10,QPSK,none,bfp8,OFDM,12
dino,-10,QPSK,none,bfp8,QPSK,1
dino,-10,QPSK,none,none,5G_Downlink,13
dino,-10,QPSK,none,none,802_11ax,7
dino,-10,QPSK,none,none,NOISE,8
dino,-10,QPSK,none,none,Narrowband_FM,1
dino,-10,QPSK,none,none,OFDM,14
dino,-10,QPSK,none,sc16,5G_Downlink,15
dino,-10,QPSK,none,sc16,802_11ax,6
dino,-10,QPSK,none,sc16,NOISE,8
dino,-10,QPSK,none,sc16,OFDM,14
dino,-10,QPSK,sc16,bfp12,5G_Downlink,13
dino,-10,QPSK,sc16,bfp12,802_11ax,8
dino,-10,QPSK,sc16,bfp12,NOISE,10
dino,-10,QPSK,sc16,bfp12,Narrowband_FM,1
dino,-10,QPSK,sc16,bfp12,OFDM,11
dino,-10,QPSK,sc16,bfp8,5G_Downlink,14
dino,-10,QPSK,sc16,bfp8,802_11ax,7
dino,-10,QPSK,sc16,bfp8,NOISE,9
dino,-10,QPSK,sc16,bfp8,OFDM,12
dino,-10,QPSK,sc16,bfp8,QPSK,1
dino,-10,QPSK,sc16,none,5G_Downlink,13
dino,-10,QPSK,sc16,none,802_11ax,7
dino,-10,QPSK,sc16,none,NOISE,8
dino,-10,QPSK,sc16,none,Narrowband_FM,1
dino,-10,QPSK,sc16,none,OFDM,14
dino,-10,QPSK,sc16,sc16,5G_Downlink,15
dino,-10,QPSK,sc16,sc16,802_11ax,6
dino,-10,QPSK,sc16,sc16,NOISE,8
dino,-10,QPSK,sc16,sc16,OFDM,14
dino,0,16QAM,bfp12,bfp12,5G_Downlink,58
dino,0,16QAM,bfp12,bfp12,802_11ax,77
dino,0,16QAM,bfp12,bfp12,Bluetooth,1
dino,0,16QAM,bfp12,bfp12,Broadband_FM,121
dino,0,16QAM,bfp12,bfp12,NOISE,16
dino,0,16QAM,bfp12,bfp12,Narrowband_FM,2
dino,0,16QAM,bfp12,bfp12,OFDM,100
dino,0,16QAM,bfp12,bfp8,5G_Downlink,66
dino,0,16QAM,bfp12,bfp8,802_11ax,55
dino,0,16QAM,bfp12,bfp8,Broadband_FM,147
dino,0,16QAM,bfp12,bfp8,NOISE,18
dino,0,16QAM,bfp12,bfp8,OFDM,89
dino,0,16QAM,bfp12,none,16QAM,1
dino,0,16QAM,bfp12,none,5G_Downlink,57
dino,0,16QAM,bfp12,none,802_11ax,70
dino,0,16QAM,bfp12,none,BPSK,2
dino,0,16QAM,bfp12,none,Broadband_FM,125
dino,0,16QAM,bfp12,none,NOISE,25
dino,0,16QAM,bfp12,none,OFDM,95
dino,0,16QAM,bfp12,sc16,5G_Downlink,63
dino,0,16QAM,bfp12,sc16,802_11ax,73
dino,0,16QAM,bfp12,sc16,BPSK,1
dino,0,16QAM,bfp12,sc16,Bluetooth,1
dino,0,16QAM,bfp12,sc16,Broadband_FM,122
dino,0,16QAM,bfp12,sc16,NOISE,15
dino,0,16QAM,bfp12,sc16,Narrowband_FM,2
dino,0,16QAM,bfp12,sc16,OFDM,98
dino,0,16QAM,bfp8,bfp12,5G_Downlink,57
dino,0,16QAM,bfp8,bfp12,802_11ax,75
dino,0,16QAM,bfp8,bfp12,Bluetooth,1
dino,0,16QAM,bfp8,bfp12,Broadband_FM,122
dino,0,16QAM,bfp8,bfp12,NOISE,18
dino,0,16QAM,bfp8,bfp12,Narrowband_FM,2
dino,0,16QAM,bfp8,bfp12,OFDM,100
dino,0,16QAM,bfp8,bfp8,5G_Downlink,64
dino,0,16QAM,bfp8,bfp8,802_11ax,55
dino,0,16QAM,bfp8,bfp8,Broadband_FM,147
dino,0,16QAM,bfp8,bfp8,NOISE,18
dino,0,16QAM,bfp8,bfp8,OFDM,90
dino,0,16QAM,bfp8,bfp8,QPSK,1
dino,0,16QAM,bfp8,none,16QAM,1
dino,0,16QAM,bfp8,none,5G_Downlink,59
dino,0,16QAM,bfp8,none,802_11ax,71
dino,0,16QAM,bfp8,none,BPSK,1
dino,0,16QAM,bfp8,none,Broadband_FM,126
dino,0,16QAM,bfp8,none,NOISE,23
dino,0,16QAM,bfp8,none,OFDM,94
dino,0,16QAM,bfp8,sc16,5G_Downlink,63
dino,0,16QAM,bfp8,sc16,802_11ax,73
dino,0,16QAM,bfp8,sc16,BPSK,1
dino,0,16QAM,bfp8,sc16,Bluetooth,1
dino,0,16QAM,bfp8,sc16,Broadband_FM,121
dino,0,16QAM,bfp8,sc16,NOISE,16
dino,0,16QAM,bfp8,sc16,Narrowband_FM,2
dino,0,16QAM,bfp8,sc16,OFDM,98
dino,0,16QAM,none,bfp12,5G_Downlink,58
dino,0,16QAM,none,bfp12,802_11ax,77
dino,0,16QAM,none,bfp12,Bluetooth,1
dino,0,16QAM,none,bfp12,Broadband_FM,121
dino,0,16QAM,none,bfp12,NOISE,16
dino,0,16QAM,none,bfp12,Narrowband_FM,2
dino,0,16QAM,none,bfp12,OFDM,100
dino,0,16QAM,none,bfp8,5G_Downlink,64
dino,0,16QAM,none,bfp8,802_11ax,55
dino,0,16QAM,none,bfp8,Broadband_FM,147
dino,0,16QAM,none,bfp8,NOISE,18
dino,0,16QAM,none,bfp8,OFDM,90
dino,0,16QAM,none,bfp8,QPSK,1
dino,0,16QAM,none,none,16QAM,1
dino,0,16QAM,none,none,5G_Downlink,57
dino,0,16QAM,none,none,802_11ax,70
dino,0,16QAM,none,none,BPSK,2
dino,0,16QAM,none,none,Broadband_FM,125
dino,0,16QAM,none,none,NOISE,25
dino,0,16QAM,none,none,OFDM,95
dino,0,16QAM,none,sc16,5G_Downlink,65
dino,0,16QAM,none,sc16,802_11ax,74
dino,0,16QAM,none,sc16,BPSK,1
dino,0,16QAM,none,sc16,Bluetooth,1
dino,0,16QAM,none,sc16,Broadband_FM,121
dino,0,16QAM,none,sc16,NOISE,15
dino,0,16QAM,none,sc16,Narrowband_FM,2
dino,0,16QAM,none,sc16,OFDM,96
dino,0,16QAM,sc16,bfp12,5G_Downlink,58
dino,0,16QAM,sc16,bfp12,802_11ax,77
dino,0,16QAM,sc16,bfp12,Bluetooth,1
dino,0,16QAM,sc16,bfp12,Broadband_FM,121
dino,0,16QAM,sc16,bfp12,NOISE,16
dino,0,16QAM,sc16,bfp12,Narrowband_FM,2
dino,0,16QAM,sc16,bfp12,OFDM,100
dino,0,16QAM,sc16,bfp8,5G_Downlink,65
dino,0,16QAM,sc16,bfp8,802_11ax,55
dino,0,16QAM,sc16,bfp8,Broadband_FM,147
dino,0,16QAM,sc16,bfp8,NOISE,18
dino,0,16QAM,sc16,bfp8,OFDM,89
dino,0,16QAM,sc16,bfp8,QPSK,1
dino,0,16QAM,sc16,none,16QAM,1
dino,0,16QAM,sc16,none,5G_Downlink,57
dino,0,16QAM,sc16,none,802_11ax,70
dino,0,16QAM,sc16,none,BPSK,2
dino,0,16QAM,sc16,none,Broadband_FM,125
dino,0,16QAM,sc16,none,NOISE,25
dino,0,16QAM,sc16,none,OFDM,95
dino,0,16QAM,sc16,sc16,5G_Downlink,65
dino,0,16QAM,sc16,sc16,802_11ax,74
dino,0,16QAM,sc16,sc16,BPSK,1
dino,0,16QAM,sc16,sc16,Bluetooth,1
dino,0,16QAM,sc16,sc16,Broadband_FM,121
dino,0,16QAM,sc16,sc16,NOISE,15
dino,0,16QAM,sc16,sc16,Narrowband_FM,2
dino,0,16QAM,sc16,sc16,OFDM,96
dino,0,5G_Downlink,bfp12,bfp12,16QAM,1
dino,0,5G_Downlink,bfp12,bfp12,5G_Downlink,79
dino,0,5G_Downlink,bfp12,bfp12,802_11ax,24
dino,0,5G_Downlink,bfp12,bfp12,Broadband_FM,7
dino,0,5G_Downlink,bfp12,bfp12,NOISE,6
dino,0,5G_Downlink,bfp12,bfp12,OFDM,98
dino,0,5G_Downlink,bfp12,bfp12,QPSK,1
dino,0,5G_Downlink,bfp12,bfp8,5G_Downlink,86
dino,0,5G_Downlink,bfp12,bfp8,802_11ax,21
dino,0,5G_Downlink,bfp12,bfp8,BPSK,1
dino,0,5G_Downlink,bfp12,bfp8,Broadband_FM,8
dino,0,5G_Downlink,bfp12,bfp8,NOISE,6
dino,0,5G_Downlink,bfp12,bfp8,Narrowband_FM,1
dino,0,5G_Downlink,bfp12,bfp8,OFDM,89
dino,0,5G_Downlink,bfp12,bfp8,QPSK,4
dino,0,5G_Downlink,bfp12,none,5G_Downlink,64
dino,0,5G_Downlink,bfp12,none,802_11ax,24
dino,0,5G_Downlink,bfp12,none,Bluetooth,2
dino,0,5G_Downlink,bfp12,none,Broadband_FM,4
dino,0,5G_Downlink,bfp12,none,NOISE,12
dino,0,5G_Downlink,bfp12,none,OFDM,110
dino,0,5G_Downlink,bfp12,sc16,5G_Downlink,57
dino,0,5G_Downlink,bfp12,sc16,802_11ax,25
dino,0,5G_Downlink,bfp12,sc16,BPSK,2
dino,0,5G_Downlink,bfp12,sc16,Broadband_FM,2
dino,0,5G_Downlink,bfp12,sc16,NOISE,9
dino,0,5G_Downlink,bfp12,sc16,OFDM,121
dino,0,5G_Downlink,bfp8,bfp12,16QAM,1
dino,0,5G_Downlink,bfp8,bfp12,5G_Downlink,77
dino,0,5G_Downlink,bfp8,bfp12,802_11ax,23
dino,0,5G_Downlink,bfp8,bfp12,Broadband_FM,7
dino,0,5G_Downlink,bfp8,bfp12,NOISE,7
dino,0,5G_Downlink,bfp8,bfp12,OFDM,100
dino,0,5G_Downlink,bfp8,bfp12,QPSK,1
dino,0,5G_Downlink,bfp8,bfp8,5G_Downlink,86
dino,0,5G_Downlink,bfp8,bfp8,802_11ax,21
dino,0,5G_Downlink,bfp8,bfp8,BPSK,1
dino,0,5G_Downlink,bfp8,bfp8,Broadband_FM,8
dino,0,5G_Downlink,bfp8,bfp8,NOISE,6
dino,0,5G_Downlink,bfp8,bfp8,Narrowband_FM,1
dino,0,5G_Downlink,bfp8,bfp8,OFDM,89
dino,0,5G_Downlink,bfp8,bfp8,QPSK,4
dino,0,5G_Downlink,bfp8,none,5G_Downlink,62
dino,0,5G_Downlink,bfp8,none,802_11ax,24
dino,0,5G_Downlink,bfp8,none,Bluetooth,2
dino,0,5G_Downlink,bfp8,none,Broadband_FM,4
dino,0,5G_Downlink,bfp8,none,NOISE,11
dino,0,5G_Downlink,bfp8,none,OFDM,113
dino,0,5G_Downlink,bfp8,sc16,5G_Downlink,59
dino,0,5G_Downlink,bfp8,sc16,802_11ax,26
dino,0,5G_Downlink,bfp8,sc16,BPSK,2
dino,0,5G_Downlink,bfp8,sc16,Broadband_FM,2
dino,0,5G_Downlink,bfp8,sc16,NOISE,9
dino,0,5G_Downlink,bfp8,sc16,OFDM,118
dino,0,5G_Downlink,none,bfp12,16QAM,1
dino,0,5G_Downlink,none,bfp12,5G_Downlink,79
dino,0,5G_Downlink,none,bfp12,802_11ax,24
dino,0,5G_Downlink,none,bfp12,Broadband_FM,7
dino,0,5G_Downlink,none,bfp12,NOISE,6
dino,0,5G_Downlink,none,bfp12,OFDM,98
dino,0,5G_Downlink,none,bfp12,QPSK,1
dino,0,5G_Downlink,none,bfp8,5G_Downlink,86
dino,0,5G_Downlink,none,bfp8,802_11ax,21
dino,0,5G_Downlink,none,bfp8,BPSK,1
dino,0,5G_Downlink,none,bfp8,Broadband_FM,8
dino,0,5G_Downlink,none,bfp8,NOISE,6
dino,0,5G_Downlink,none,bfp8,Narrowband_FM,1
dino,0,5G_Downlink,none,bfp8,OFDM,89
dino,0,5G_Downlink,none,bfp8,QPSK,4
dino,0,5G_Downlink,none,none,5G_Downlink,64
dino,0,5G_Downlink,none,none,802_11ax,24
dino,0,5G_Downlink,none,none,Bluetooth,2
dino,0,5G_Downlink,none,none,Broadband_FM,4
dino,0,5G_Downlink,none,none,NOISE,12
dino,0,5G_Downlink,none,none,OFDM,110
dino,0,5G_Downlink,none,sc16,5G_Downlink,57
dino,0,5G_Downlink,none,sc16,802_11ax,25
dino,0,5G_Downlink,none,sc16,BPSK,2
dino,0,5G_Downlink,none,sc16,Broadband_FM,2
dino,0,5G_Downlink,none,sc16,NOISE,9
dino,0,5G_Downlink,none,sc16,OFDM,121
dino,0,5G_Downlink,sc16,bfp12,16QAM,1
dino,0,5G_Downlink,sc16,bfp12,5G_Downlink,79
dino,0,5G_Downlink,sc16,bfp12,802_11ax,24
dino,0,5G_Downlink,sc16,bfp12,Broadband_FM,7
dino,0,5G_Downlink,sc16,bfp12,NOISE,6
dino,0,5G_Downlink,sc16,bfp12,OFDM,98
dino,0,5G_Downlink,sc16,bfp12,QPSK,1
dino,0,5G_Downlink,sc16,bfp8,5G_Downlink,86
dino,0,5G_Downlink,sc16,bfp8,802_11ax,21
dino,0,5G_Downlink,sc16,bfp8,BPSK,1
dino,0,5G_Downlink,sc16,bfp8,Broadband_FM,8
dino,0,5G_Downlink,sc16,bfp8,NOISE,6
dino,0,5G_Downlink,sc16,bfp8,Narrowband_FM,1
dino,0,5G_Downlink,sc16,bfp8,OFDM,89
dino,0,5G_Downlink,sc16,bfp8,QPSK,4
dino,0,5G_Downlink,sc16,none,5G_Downlink,64
dino,0,5G_Downlink,sc16,none,802_11ax,24
dino,0,5G_Downlink,sc16,none,Bluetooth,2
dino,0,5G_Downlink,sc16,none,Broadband_FM,4
dino,0,5G_Downlink,sc16,none,NOISE,12
dino,0,5G_Downlink,sc16,none,OFDM,110
dino,0,5G_Downlink,sc16,sc16,5G_Downlink,57
dino,0,5G_Downlink,sc16,sc16,802_11ax,25
dino,0,5G_Downlink,sc16,sc16,BPSK,2
dino,0,5G_Downlink,sc16,sc16,Broadband_FM,2
dino,0,5G_Downlink,sc16,sc16,NOISE,9
dino,0,5G_Downlink,sc16,sc16,OFDM,121
dino,0,802_11ax,bfp12,bfp12,5G_Downlink,32
dino,0,802_11ax,bfp12,bfp12,802_11ax,11
dino,0,802_11ax,bfp12,bfp12,NOISE,6
dino,0,802_11ax,bfp12,bfp12,OFDM,46
dino,0,802_11ax,bfp12,bfp8,5G_Downlink,35
dino,0,802_11ax,bfp12,bfp8,802_11ax,10
dino,0,802_11ax,bfp12,bfp8,Broadband_FM,1
dino,0,802_11ax,bfp12,bfp8,NOISE,4
dino,0,802_11ax,bfp12,bfp8,OFDM,45
dino,0,802_11ax,bfp12,none,5G_Downlink,41
dino,0,802_11ax,bfp12,none,802_11ax,10
dino,0,802_11ax,bfp12,none,NOISE,5
dino,0,802_11ax,bfp12,none,OFDM,39
dino,0,802_11ax,bfp12,sc16,5G_Downlink,33
dino,0,802_11ax,bfp12,sc16,802_11ax,8
dino,0,802_11ax,bfp12,sc16,Broadband_FM,1
dino,0,802_11ax,bfp12,sc16,NOISE,5
dino,0,802_11ax,bfp12,sc16,OFDM,48
dino,0,802_11ax,bfp8,bfp12,5G_Downlink,32
dino,0,802_11ax,bfp8,bfp12,802_11ax,11
dino,0,802_11ax,bfp8,bfp12,NOISE,6
dino,0,802_11ax,bfp8,bfp12,OFDM,46
dino,0,802_11ax,bfp8,bfp8,5G_Downlink,35
dino,0,802_11ax,bfp8,bfp8,802_11ax,10
dino,0,802_11ax,bfp8,bfp8,Broadband_FM,1
dino,0,802_11ax,bfp8,bfp8,NOISE,4
dino,0,802_11ax,bfp8,bfp8,OFDM,45
dino,0,802_11ax,bfp8,none,5G_Downlink,39
dino,0,802_11ax,bfp8,none,802_11ax,9
dino,0,802_11ax,bfp8,none,Broadband_FM,1
dino,0,802_11ax,bfp8,none,NOISE,5
dino,0,802_11ax,bfp8,none,OFDM,41
dino,0,802_11ax,bfp8,sc16,5G_Downlink,32
dino,0,802_11ax,bfp8,sc16,802_11ax,8
dino,0,802_11ax,bfp8,sc16,Broadband_FM,1
dino,0,802_11ax,bfp8,sc16,NOISE,5
dino,0,802_11ax,bfp8,sc16,OFDM,49
dino,0,802_11ax,none,bfp12,5G_Downlink,32
dino,0,802_11ax,none,bfp12,802_11ax,11
dino,0,802_11ax,none,bfp12,NOISE,6
dino,0,802_11ax,none,bfp12,OFDM,46
dino,0,802_11ax,none,bfp8,5G_Downlink,35
dino,0,802_11ax,none,bfp8,802_11ax,10
dino,0,802_11ax,none,bfp8,Broadband_FM,1
dino,0,802_11ax,none,bfp8,NOISE,4
dino,0,802_11ax,none,bfp8,OFDM,45
dino,0,802_11ax,none,none,5G_Downlink,41
dino,0,802_11ax,none,none,802_11ax,10
dino,0,802_11ax,none,none,NOISE,5
dino,0,802_11ax,none,none,OFDM,39
dino,0,802_11ax,none,sc16,5G_Downlink,34
dino,0,802_11ax,none,sc16,802_11ax,8
dino,0,802_11ax,none,sc16,Broadband_FM,1
dino,0,802_11ax,none,sc16,NOISE,5
dino,0,802_11ax,none,sc16,OFDM,47
dino,0,802_11ax,sc16,bfp12,5G_Downlink,32
dino,0,802_11ax,sc16,bfp12,802_11ax,11
dino,0,802_11ax,sc16,bfp12,NOISE,6
dino,0,802_11ax,sc16,bfp12,OFDM,46
dino,0,802_11ax,sc16,bfp8,5G_Downlink,35
dino,0,802_11ax,sc16,bfp8,802_11ax,10
dino,0,802_11ax,sc16,bfp8,Broadband_FM,1
dino,0,802_11ax,sc16,bfp8,NOISE,4
dino,0,802_11ax,sc16,bfp8,OFDM,45
dino,0,802_11ax,sc16,none,5G_Downlink,41
dino,0,802_11ax,sc16,none,802_11ax,10
dino,0,802_11ax,sc16,none,NOISE,5
dino,0,802_11ax,sc16,none,OFDM,39
dino,0,802_11ax,sc16,sc16,5G_Downlink,34
dino,0,802_11ax,sc16,sc16,802_11ax,8
dino,0,802_11ax,sc16,sc16,Broadband_FM,1
dino,0,802_11ax,sc16,sc16,NOISE,5
dino,0,802_11ax,sc16,sc16,OFDM,47
dino,0,BPSK,bfp12,bfp12,16QAM,7
dino,0,BPSK,bfp12,bfp12,5G_Downlink,59
dino,0,BPSK,bfp12,bfp12,802_11ax,60
dino,0,BPSK,bfp12,bfp12,BPSK,4
dino,0,BPSK,bfp12,bfp12,Broadband_FM,121
dino,0,BPSK,bfp12,bfp12,NOISE,14
dino,0,BPSK,bfp12,bfp12,Narrowband_FM,2
dino,0,BPSK,bfp12,bfp12,OFDM,91
dino,0,BPSK,bfp12,bfp12,QPSK,1
dino,0,BPSK,bfp12,bfp8,16QAM,1
dino,0,BPSK,bfp12,bfp8,5G_Downlink,51
dino,0,BPSK,bfp12,bfp8,802_11ax,64
dino,0,BPSK,bfp12,bfp8,BPSK,1
dino,0,BPSK,bfp12,bfp8,Broadband_FM,128
dino,0,BPSK,bfp12,bfp8,NOISE,11
dino,0,BPSK,bfp12,bfp8,Narrowband_FM,2
dino,0,BPSK,bfp12,bfp8,OFDM,101
dino,0,BPSK,bfp12,none,16QAM,1
dino,0,BPSK,bfp12,none,5G_Downlink,45
dino,0,BPSK,bfp12,none,802_11ax,64
dino,0,BPSK,bfp12,none,BPSK,2
dino,0,BPSK,bfp12,none,Bluetooth,1
dino,0,BPSK,bfp12,none,Broadband_FM,116
dino,0,BPSK,bfp12,none,NOISE,12
dino,0,BPSK,bfp12,none,Narrowband_FM,2
dino,0,BPSK,bfp12,none,OFDM,115
dino,0,BPSK,bfp12,none,QPSK,1
dino,0,BPSK,bfp12,sc16,16QAM,1
dino,0,BPSK,bfp12,sc16,5G_Downlink,48
dino,0,BPSK,bfp12,sc16,802_11ax,73
dino,0,BPSK,bfp12,sc16,BPSK,2
dino,0,BPSK,bfp12,sc16,Broadband_FM,106
dino,0,BPSK,bfp12,sc16,NOISE,9
dino,0,BPSK,bfp12,sc16,Narrowband_FM,2
dino,0,BPSK,bfp12,sc16,OFDM,117
dino,0,BPSK,bfp12,sc16,QPSK,1
dino,0,BPSK,bfp8,bfp12,16QAM,8
dino,0,BPSK,bfp8,bfp12,5G_Downlink,60
dino,0,BPSK,bfp8,bfp12,802_11ax,64
dino,0,BPSK,bfp8,bfp12,BPSK,3
dino,0,BPSK,bfp8,bfp12,Broadband_FM,119
dino,0,BPSK,bfp8,bfp12,NOISE,13
dino,0,BPSK,bfp8,bfp12,Narrowband_FM,2
dino,0,BPSK,bfp8,bfp12,OFDM,89
dino,0,BPSK,bfp8,bfp12,QPSK,1
dino,0,BPSK,bfp8,bfp8,16QAM,1
dino,0,BPSK,bfp8,bfp8,5G_Downlink,50
dino,0,BPSK,bfp8,bfp8,802_11ax,63
dino,0,BPSK,bfp8,bfp8,BPSK,1
dino,0,BPSK,bfp8,bfp8,Broadband_FM,128
dino,0,BPSK,bfp8,bfp8,NOISE,11
