lane,variant,class,snr_bin,storage_codec,model_codec,n,correct
gt,-10,5G_Downlink,-20,bfp8,none,60,7
gt,-10,5G_Downlink,-20,bfp8,sc16,60,6
gt,-10,5G_Downlink,-20,none,bfp12,60,10
gt,-10,5G_Downlink,-20,none,bfp8,60,9
gt,-10,5G_Downlink,-20,none,none,60,6
gt,-10,5G_Downlink,-20,none,sc16,60,9
gt,-10,5G_Downlink,-20,sc16,bfp12,60,10
gt,-10,5G_Downlink,-20,sc16,bfp8,60,9
gt,-10,5G_Downlink,-20,sc16,none,60,6
gt,-10,5G_Downlink,-20,sc16,sc16,60,9
gt,-10,5G_Downlink,clean,bfp12,bfp12,36,6
gt,-10,5G_Downlink,clean,bfp12,bfp8,36,8
gt,-10,5G_Downlink,clean,bfp12,none,36,9
gt,-10,5G_Downlink,clean,bfp12,sc16,36,4
gt,-10,5G_Downlink,clean,bfp8,bfp12,36,6
gt,-10,5G_Downlink,clean,bfp8,bfp8,36,8
gt,-10,5G_Downlink,clean,bfp8,none,36,9
gt,-10,5G_Downlink,clean,bfp8,sc16,36,4
gt,-10,5G_Downlink,clean,none,bfp12,36,6
gt,-10,5G_Downlink,clean,none,bfp8,36,8
gt,-10,5G_Downlink,clean,none,none,36,9
gt,-10,5G_Downlink,clean,none,sc16,36,4
gt,-10,5G_Downlink,clean,sc16,bfp12,36,6
gt,-10,5G_Downlink,clean,sc16,bfp8,36,8
gt,-10,5G_Downlink,clean,sc16,none,36,9
gt,-10,5G_Downlink,clean,sc16,sc16,36,4
gt,-10,802_11ax,-15,bfp12,bfp12,20,6
gt,-10,802_11ax,-15,bfp12,bfp8,20,1
gt,-10,802_11ax,-15,bfp12,none,20,5
gt,-10,802_11ax,-15,bfp12,sc16,20,3
gt,-10,802_11ax,-15,bfp8,bfp12,20,5
gt,-10,802_11ax,-15,bfp8,bfp8,20,1
gt,-10,802_11ax,-15,bfp8,none,20,6
gt,-10,802_11ax,-15,bfp8,sc16,20,3
gt,-10,802_11ax,-15,none,bfp12,20,6
gt,-10,802_11ax,-15,none,bfp8,20,1
gt,-10,802_11ax,-15,none,none,20,5
gt,-10,802_11ax,-15,none,sc16,20,3
gt,-10,802_11ax,-15,sc16,bfp12,20,6
gt,-10,802_11ax,-15,sc16,bfp8,20,1
gt,-10,802_11ax,-15,sc16,none,20,5
gt,-10,802_11ax,-15,sc16,sc16,20,3
gt,-10,802_11ax,-20,bfp12,bfp12,60,3
gt,-10,802_11ax,-20,bfp12,bfp8,60,2
gt,-10,802_11ax,-20,bfp12,none,60,3
gt,-10,802_11ax,-20,bfp12,sc16,60,3
gt,-10,802_11ax,-20,bfp8,bfp12,60,4
gt,-10,802_11ax,-20,bfp8,bfp8,60,2
gt,-10,802_11ax,-20,bfp8,none,60,3
gt,-10,802_11ax,-20,bfp8,sc16,60,3
gt,-10,802_11ax,-20,none,bfp12,60,3
gt,-10,802_11ax,-20,none,bfp8,60,2
gt,-10,802_11ax,-20,none,none,60,3
gt,-10,802_11ax,-20,none,sc16,60,3
gt,-10,802_11ax,-20,sc16,bfp12,60,3
gt,-10,802_11ax,-20,sc16,bfp8,60,2
gt,-10,802_11ax,-20,sc16,none,60,3
gt,-10,802_11ax,-20,sc16,sc16,60,3
gt,-10,802_11ax,clean,bfp12,bfp12,16,1
gt,-10,802_11ax,clean,bfp12,bfp8,16,2
gt,-10,802_11ax,clean,bfp12,none,16,3
gt,-10,802_11ax,clean,bfp12,sc16,16,1
gt,-10,802_11ax,clean,bfp8,bfp12,16,1
gt,-10,802_11ax,clean,bfp8,bfp8,16,2
gt,-10,802_11ax,clean,bfp8,none,16,2
gt,-10,802_11ax,clean,bfp8,sc16,16,1
gt,-10,802_11ax,clean,none,bfp12,16,1
gt,-10,802_11ax,clean,none,bfp8,16,2
gt,-10,802_11ax,clean,none,none,16,3
gt,-10,802_11ax,clean,none,sc16,16,1
gt,-10,802_11ax,clean,sc16,bfp12,16,1
gt,-10,802_11ax,clean,sc16,bfp8,16,2
gt,-10,802_11ax,clean,sc16,none,16,3
gt,-10,802_11ax,clean,sc16,sc16,16,1
gt,-10,BPSK,-10,bfp12,bfp12,60,13
gt,-10,BPSK,-10,bfp12,bfp8,60,12
gt,-10,BPSK,-10,bfp12,none,60,14
gt,-10,BPSK,-10,bfp12,sc16,60,8
gt,-10,BPSK,-10,bfp8,bfp12,60,13
gt,-10,BPSK,-10,bfp8,bfp8,60,12
gt,-10,BPSK,-10,bfp8,none,60,15
gt,-10,BPSK,-10,bfp8,sc16,60,9
gt,-10,BPSK,-10,none,bfp12,60,13
gt,-10,BPSK,-10,none,bfp8,60,12
gt,-10,BPSK,-10,none,none,60,14
gt,-10,BPSK,-10,none,sc16,60,8
gt,-10,BPSK,-10,sc16,bfp12,60,13
gt,-10,BPSK,-10,sc16,bfp8,60,12
gt,-10,BPSK,-10,sc16,none,60,14
gt,-10,BPSK,-10,sc16,sc16,60,8
gt,-10,BPSK,-15,bfp12,bfp12,60,5
gt,-10,BPSK,-15,bfp12,bfp8,60,7
gt,-10,BPSK,-15,bfp12,none,60,4
gt,-10,BPSK,-15,bfp12,sc16,60,4
gt,-10,BPSK,-15,bfp8,bfp12,60,6
gt,-10,BPSK,-15,bfp8,bfp8,60,7
gt,-10,BPSK,-15,bfp8,none,60,6
gt,-10,BPSK,-15,bfp8,sc16,60,5
gt,-10,BPSK,-15,none,bfp12,60,5
gt,-10,BPSK,-15,none,bfp8,60,7
gt,-10,BPSK,-15,none,none,60,4
gt,-10,BPSK,-15,none,sc16,60,4
gt,-10,BPSK,-15,sc16,bfp12,60,5
gt,-10,BPSK,-15,sc16,bfp8,60,7
gt,-10,BPSK,-15,sc16,none,60,4
gt,-10,BPSK,-15,sc16,sc16,60,4
gt,-10,BPSK,-20,bfp12,bfp12,60,1
gt,-10,BPSK,-20,bfp12,bfp8,60,4
gt,-10,BPSK,-20,bfp12,none,60,3
gt,-10,BPSK,-20,bfp12,sc16,60,0
gt,-10,BPSK,-20,bfp8,bfp12,60,1
gt,-10,BPSK,-20,bfp8,bfp8,60,3
gt,-10,BPSK,-20,bfp8,none,60,3
gt,-10,BPSK,-20,bfp8,sc16,60,1
gt,-10,BPSK,-20,none,bfp12,60,1
gt,-10,BPSK,-20,none,bfp8,60,3
gt,-10,BPSK,-20,none,none,60,2
gt,-10,BPSK,-20,none,sc16,60,0
gt,-10,BPSK,-20,sc16,bfp12,60,1
gt,-10,BPSK,-20,sc16,bfp8,60,3
gt,-10,BPSK,-20,sc16,none,60,2
gt,-10,BPSK,-20,sc16,sc16,60,0
gt,-10,BPSK,-5,bfp12,bfp12,60,34
gt,-10,BPSK,-5,bfp12,bfp8,60,35
gt,-10,BPSK,-5,bfp12,none,60,36
gt,-10,BPSK,-5,bfp12,sc16,60,30
gt,-10,BPSK,-5,bfp8,bfp12,60,31
gt,-10,BPSK,-5,bfp8,bfp8,60,35
gt,-10,BPSK,-5,bfp8,none,60,37
gt,-10,BPSK,-5,bfp8,sc16,60,31
gt,-10,BPSK,-5,none,bfp12,60,34
gt,-10,BPSK,-5,none,bfp8,60,35
gt,-10,BPSK,-5,none,none,60,36
gt,-10,BPSK,-5,none,sc16,60,30
gt,-10,BPSK,-5,sc16,bfp12,60,34
gt,-10,BPSK,-5,sc16,bfp8,60,35
gt,-10,BPSK,-5,sc16,none,60,36
gt,-10,BPSK,-5,sc16,sc16,60,30
gt,-10,BPSK,0,bfp12,bfp12,40,24
gt,-10,BPSK,0,bfp12,bfp8,40,29
gt,-10,BPSK,0,bfp12,none,40,23
gt,-10,BPSK,0,bfp12,sc16,40,29
gt,-10,BPSK,0,bfp8,bfp12,40,24
gt,-10,BPSK,0,bfp8,bfp8,40,29
gt,-10,BPSK,0,bfp8,none,40,23
gt,-10,BPSK,0,bfp8,sc16,40,29
gt,-10,BPSK,0,none,bfp12,40,24
gt,-10,BPSK,0,none,bfp8,40,29
gt,-10,BPSK,0,none,none,40,23
gt,-10,BPSK,0,none,sc16,40,29
gt,-10,BPSK,0,sc16,bfp12,40,24
gt,-10,BPSK,0,sc16,bfp8,40,29
gt,-10,BPSK,0,sc16,none,40,23
gt,-10,BPSK,0,sc16,sc16,40,29
gt,-10,BPSK,5,bfp12,bfp12,8,4
gt,-10,BPSK,5,bfp12,bfp8,8,3
gt,-10,BPSK,5,bfp12,none,8,6
gt,-10,BPSK,5,bfp12,sc16,8,6
gt,-10,BPSK,5,bfp8,bfp12,8,4
gt,-10,BPSK,5,bfp8,bfp8,8,3
gt,-10,BPSK,5,bfp8,none,8,6
gt,-10,BPSK,5,bfp8,sc16,8,6
gt,-10,BPSK,5,none,bfp12,8,4
gt,-10,BPSK,5,none,bfp8,8,3
gt,-10,BPSK,5,none,none,8,6
gt,-10,BPSK,5,none,sc16,8,6
gt,-10,BPSK,5,sc16,bfp12,8,4
gt,-10,BPSK,5,sc16,bfp8,8,3
gt,-10,BPSK,5,sc16,none,8,6
gt,-10,BPSK,5,sc16,sc16,8,6
gt,-10,BPSK,clean,bfp12,bfp12,32,0
gt,-10,BPSK,clean,bfp12,bfp8,32,1
gt,-10,BPSK,clean,bfp12,none,32,0
gt,-10,BPSK,clean,bfp12,sc16,32,2
gt,-10,BPSK,clean,bfp8,bfp12,32,0
gt,-10,BPSK,clean,bfp8,bfp8,32,1
gt,-10,BPSK,clean,bfp8,none,32,0
gt,-10,BPSK,clean,bfp8,sc16,32,1
gt,-10,BPSK,clean,none,bfp12,32,0
gt,-10,BPSK,clean,none,bfp8,32,1
gt,-10,BPSK,clean,none,none,32,0
gt,-10,BPSK,clean,none,sc16,32,1
gt,-10,BPSK,clean,sc16,bfp12,32,0
gt,-10,BPSK,clean,sc16,bfp8,32,1
gt,-10,BPSK,clean,sc16,none,32,0
gt,-10,BPSK,clean,sc16,sc16,32,1
gt,-10,Bluetooth,-5,bfp12,bfp12,52,33
gt,-10,Bluetooth,-5,bfp12,bfp8,52,35
gt,-10,Bluetooth,-5,bfp12,none,52,32
gt,-10,Bluetooth,-5,bfp12,sc16,52,32
gt,-10,Bluetooth,-5,bfp8,bfp12,52,33
gt,-10,Bluetooth,-5,bfp8,bfp8,52,35
gt,-10,Bluetooth,-5,bfp8,none,52,32
gt,-10,Bluetooth,-5,bfp8,sc16,52,32
gt,-10,Bluetooth,-5,none,bfp12,52,33
gt,-10,Bluetooth,-5,none,bfp8,52,35
gt,-10,Bluetooth,-5,none,none,52,32
gt,-10,Bluetooth,-5,none,sc16,52,32
gt,-10,Bluetooth,-5,sc16,bfp12,52,33
gt,-10,Bluetooth,-5,sc16,bfp8,52,35
gt,-10,Bluetooth,-5,sc16,none,52,32
gt,-10,Bluetooth,-5,sc16,sc16,52,32
gt,-10,Bluetooth,0,bfp12,bfp12,6,3
gt,-10,Bluetooth,0,bfp12,bfp8,6,2
gt,-10,Bluetooth,0,bfp12,none,6,1
gt,-10,Bluetooth,0,bfp12,sc16,6,2
gt,-10,Bluetooth,0,bfp8,bfp12,6,3
gt,-10,Bluetooth,0,bfp8,bfp8,6,2
gt,-10,Bluetooth,0,bfp8,none,6,1
gt,-10,Bluetooth,0,bfp8,sc16,6,2
gt,-10,Bluetooth,0,none,bfp12,6,3
gt,-10,Bluetooth,0,none,bfp8,6,2
gt,-10,Bluetooth,0,none,none,6,1
gt,-10,Bluetooth,0,none,sc16,6,2
gt,-10,Bluetooth,0,sc16,bfp12,6,3
gt,-10,Bluetooth,0,sc16,bfp8,6,2
gt,-10,Bluetooth,0,sc16,none,6,1
gt,-10,Bluetooth,0,sc16,sc16,6,2
gt,-10,Broadband_FM,-15,bfp12,bfp12,5,0
gt,-10,Broadband_FM,-15,bfp12,bfp8,5,0
gt,-10,Broadband_FM,-15,bfp12,none,5,0
gt,-10,Broadband_FM,-15,bfp12,sc16,5,0
gt,-10,Broadband_FM,-15,bfp8,bfp12,5,0
gt,-10,Broadband_FM,-15,bfp8,bfp8,5,0
gt,-10,Broadband_FM,-15,bfp8,none,5,0
gt,-10,Broadband_FM,-15,bfp8,sc16,5,0
gt,-10,Broadband_FM,-15,none,bfp12,5,0
gt,-10,Broadband_FM,-15,none,bfp8,5,0
gt,-10,Broadband_FM,-15,none,none,5,0
gt,-10,Broadband_FM,-15,none,sc16,5,0
gt,-10,Broadband_FM,-15,sc16,bfp12,5,0
gt,-10,Broadband_FM,-15,sc16,bfp8,5,0
gt,-10,Broadband_FM,-15,sc16,none,5,0
gt,-10,Broadband_FM,-15,sc16,sc16,5,0
gt,-10,Broadband_FM,-20,bfp12,bfp12,5,0
gt,-10,Broadband_FM,-20,bfp12,bfp8,5,1
gt,-10,Broadband_FM,-20,bfp12,none,5,0
gt,-10,Broadband_FM,-20,bfp12,sc16,5,0
gt,-10,Broadband_FM,-20,bfp8,bfp12,5,0
gt,-10,Broadband_FM,-20,bfp8,bfp8,5,1
gt,-10,Broadband_FM,-20,bfp8,none,5,0
gt,-10,Broadband_FM,-20,bfp8,sc16,5,0
gt,-10,Broadband_FM,-20,none,bfp12,5,0
gt,-10,Broadband_FM,-20,none,bfp8,5,1
gt,-10,Broadband_FM,-20,none,none,5,0
gt,-10,Broadband_FM,-20,none,sc16,5,0
gt,-10,Broadband_FM,-20,sc16,bfp12,5,0
gt,-10,Broadband_FM,-20,sc16,bfp8,5,1
gt,-10,Broadband_FM,-20,sc16,none,5,0
gt,-10,Broadband_FM,-20,sc16,sc16,5,0
gt,-10,Broadband_FM,-5,bfp12,bfp12,5,4
gt,-10,Broadband_FM,-5,bfp12,bfp8,5,3
gt,-10,Broadband_FM,-5,bfp12,none,5,3
gt,-10,Broadband_FM,-5,bfp12,sc16,5,1
gt,-10,Broadband_FM,-5,bfp8,bfp12,5,3
gt,-10,Broadband_FM,-5,bfp8,bfp8,5,3
gt,-10,Broadband_FM,-5,bfp8,none,5,3
gt,-10,Broadband_FM,-5,bfp8,sc16,5,1
gt,-10,Broadband_FM,-5,none,bfp12,5,4
gt,-10,Broadband_FM,-5,none,bfp8,5,3
gt,-10,Broadband_FM,-5,none,none,5,3
gt,-10,Broadband_FM,-5,none,sc16,5,1
gt,-10,Broadband_FM,-5,sc16,bfp12,5,4
gt,-10,Broadband_FM,-5,sc16,bfp8,5,3
gt,-10,Broadband_FM,-5,sc16,none,5,3
gt,-10,Broadband_FM,-5,sc16,sc16,5,1
gt,-10,Broadband_FM,5,bfp12,bfp12,6,6
gt,-10,Broadband_FM,5,bfp12,bfp8,6,6
gt,-10,Broadband_FM,5,bfp12,none,6,6
gt,-10,Broadband_FM,5,bfp12,sc16,6,6
gt,-10,Broadband_FM,5,bfp8,bfp12,6,6
gt,-10,Broadband_FM,5,bfp8,bfp8,6,6
gt,-10,Broadband_FM,5,bfp8,none,6,6
gt,-10,Broadband_FM,5,bfp8,sc16,6,6
gt,-10,Broadband_FM,5,none,bfp12,6,6
gt,-10,Broadband_FM,5,none,bfp8,6,6
gt,-10,Broadband_FM,5,none,none,6,6
gt,-10,Broadband_FM,5,none,sc16,6,6
gt,-10,Broadband_FM,5,sc16,bfp12,6,6
gt,-10,Broadband_FM,5,sc16,bfp8,6,6
gt,-10,Broadband_FM,5,sc16,none,6,6
gt,-10,Broadband_FM,5,sc16,sc16,6,6
gt,-10,Broadband_FM,clean,bfp12,bfp12,2,0
gt,-10,Broadband_FM,clean,bfp12,bfp8,2,0
gt,-10,Broadband_FM,clean,bfp12,none,2,0
gt,-10,Broadband_FM,clean,bfp12,sc16,2,0
gt,-10,Broadband_FM,clean,bfp8,bfp12,2,0
gt,-10,Broadband_FM,clean,bfp8,bfp8,2,0
gt,-10,Broadband_FM,clean,bfp8,none,2,0
gt,-10,Broadband_FM,clean,bfp8,sc16,2,0
gt,-10,Broadband_FM,clean,none,bfp12,2,0
gt,-10,Broadband_FM,clean,none,bfp8,2,0
gt,-10,Broadband_FM,clean,none,none,2,0
gt,-10,Broadband_FM,clean,none,sc16,2,0
gt,-10,Broadband_FM,clean,sc16,bfp12,2,0
gt,-10,Broadband_FM,clean,sc16,bfp8,2,0
gt,-10,Broadband_FM,clean,sc16,none,2,0
gt,-10,Broadband_FM,clean,sc16,sc16,2,0
gt,-10,Narrowband_FM,10,bfp12,bfp12,2,2
gt,-10,Narrowband_FM,10,bfp12,bfp8,2,2
gt,-10,Narrowband_FM,10,bfp12,none,2,0
gt,-10,Narrowband_FM,10,bfp12,sc16,2,2
gt,-10,Narrowband_FM,10,bfp8,bfp12,2,2
gt,-10,Narrowband_FM,10,bfp8,bfp8,2,2
gt,-10,Narrowband_FM,10,bfp8,none,2,0
gt,-10,Narrowband_FM,10,bfp8,sc16,2,2
gt,-10,Narrowband_FM,10,none,bfp12,2,2
gt,-10,Narrowband_FM,10,none,bfp8,2,2
gt,-10,Narrowband_FM,10,none,none,2,0
gt,-10,Narrowband_FM,10,none,sc16,2,2
gt,-10,Narrowband_FM,10,sc16,bfp12,2,2
gt,-10,Narrowband_FM,10,sc16,bfp8,2,2
gt,-10,Narrowband_FM,10,sc16,none,2,0
gt,-10,Narrowband_FM,10,sc16,sc16,2,2
gt,-10,OFDM,-10,bfp12,bfp12,48,13
gt,-10,OFDM,-10,bfp12,bfp8,48,11
gt,-10,OFDM,-10,bfp12,none,48,15
gt,-10,OFDM,-10,bfp12,sc16,48,15
gt,-10,OFDM,-10,bfp8,bfp12,48,12
gt,-10,OFDM,-10,bfp8,bfp8,48,12
gt,-10,OFDM,-10,bfp8,none,48,15
gt,-10,OFDM,-10,bfp8,sc16,48,14
gt,-10,OFDM,-10,none,bfp12,48,13
gt,-10,OFDM,-10,none,bfp8,48,12
gt,-10,OFDM,-10,none,none,48,14
gt,-10,OFDM,-10,none,sc16,48,15
gt,-10,OFDM,-10,sc16,bfp12,48,13
gt,-10,OFDM,-10,sc16,bfp8,48,12
gt,-10,OFDM,-10,sc16,none,48,14
gt,-10,OFDM,-10,sc16,sc16,48,15
gt,-10,OFDM,-15,bfp12,bfp12,36,5
gt,-10,OFDM,-15,bfp12,bfp8,36,11
gt,-10,OFDM,-15,bfp12,none,36,12
gt,-10,OFDM,-15,bfp12,sc16,36,6
gt,-10,OFDM,-15,bfp8,bfp12,36,6
gt,-10,OFDM,-15,bfp8,bfp8,36,11
gt,-10,OFDM,-15,bfp8,none,36,12
gt,-10,OFDM,-15,bfp8,sc16,36,7
gt,-10,OFDM,-15,none,bfp12,36,5
gt,-10,OFDM,-15,none,bfp8,36,11
gt,-10,OFDM,-15,none,none,36,12
gt,-10,OFDM,-15,none,sc16,36,6
gt,-10,OFDM,-15,sc16,bfp12,36,5
gt,-10,OFDM,-15,sc16,bfp8,36,11
gt,-10,OFDM,-15,sc16,none,36,12
gt,-10,OFDM,-15,sc16,sc16,36,6
gt,-10,OFDM,-20,bfp12,bfp12,36,15
gt,-10,OFDM,-20,bfp12,bfp8,36,13
gt,-10,OFDM,-20,bfp12,none,36,10
gt,-10,OFDM,-20,bfp12,sc16,36,6
gt,-10,OFDM,-20,bfp8,bfp12,36,15
gt,-10,OFDM,-20,bfp8,bfp8,36,13
gt,-10,OFDM,-20,bfp8,none,36,10
gt,-10,OFDM,-20,bfp8,sc16,36,7
gt,-10,OFDM,-20,none,bfp12,36,15
gt,-10,OFDM,-20,none,bfp8,36,13
gt,-10,OFDM,-20,none,none,36,10
gt,-10,OFDM,-20,none,sc16,36,6
gt,-10,OFDM,-20,sc16,bfp12,36,15
gt,-10,OFDM,-20,sc16,bfp8,36,13
gt,-10,OFDM,-20,sc16,none,36,10
gt,-10,OFDM,-20,sc16,sc16,36,6
gt,-10,OFDM,clean,bfp12,bfp12,18,0
gt,-10,OFDM,clean,bfp12,bfp8,18,1
gt,-10,OFDM,clean,bfp12,none,18,3
gt,-10,OFDM,clean,bfp12,sc16,18,2
gt,-10,OFDM,clean,bfp8,bfp12,18,1
gt,-10,OFDM,clean,bfp8,bfp8,18,1
gt,-10,OFDM,clean,bfp8,none,18,3
gt,-10,OFDM,clean,bfp8,sc16,18,2
gt,-10,OFDM,clean,none,bfp12,18,0
gt,-10,OFDM,clean,none,bfp8,18,1
gt,-10,OFDM,clean,none,none,18,3
gt,-10,OFDM,clean,none,sc16,18,2
gt,-10,OFDM,clean,sc16,bfp12,18,0
gt,-10,OFDM,clean,sc16,bfp8,18,1
gt,-10,OFDM,clean,sc16,none,18,3
gt,-10,OFDM,clean,sc16,sc16,18,2
gt,-10,QPSK,-10,bfp12,bfp12,60,19
gt,-10,QPSK,-10,bfp12,bfp8,60,13
gt,-10,QPSK,-10,bfp12,none,60,18
gt,-10,QPSK,-10,bfp12,sc16,60,8
gt,-10,QPSK,-10,bfp8,bfp12,60,20
gt,-10,QPSK,-10,bfp8,bfp8,60,13
gt,-10,QPSK,-10,bfp8,none,60,17
gt,-10,QPSK,-10,bfp8,sc16,60,8
gt,-10,QPSK,-10,none,bfp12,60,19
gt,-10,QPSK,-10,none,bfp8,60,13
gt,-10,QPSK,-10,none,none,60,18
gt,-10,QPSK,-10,none,sc16,60,8
gt,-10,QPSK,-10,sc16,bfp12,60,19
gt,-10,QPSK,-10,sc16,bfp8,60,13
gt,-10,QPSK,-10,sc16,none,60,18
gt,-10,QPSK,-10,sc16,sc16,60,8
gt,-10,QPSK,-15,bfp12,bfp12,60,2
gt,-10,QPSK,-15,bfp12,bfp8,60,4
gt,-10,QPSK,-15,bfp12,none,60,2
gt,-10,QPSK,-15,bfp12,sc16,60,0
gt,-10,QPSK,-15,bfp8,bfp12,60,2
gt,-10,QPSK,-15,bfp8,bfp8,60,4
gt,-10,QPSK,-15,bfp8,none,60,1
gt,-10,QPSK,-15,bfp8,sc16,60,0
gt,-10,QPSK,-15,none,bfp12,60,2
gt,-10,QPSK,-15,none,bfp8,60,4
gt,-10,QPSK,-15,none,none,60,2
gt,-10,QPSK,-15,none,sc16,60,0
gt,-10,QPSK,-15,sc16,bfp12,60,2
gt,-10,QPSK,-15,sc16,bfp8,60,4
gt,-10,QPSK,-15,sc16,none,60,2
gt,-10,QPSK,-15,sc16,sc16,60,0
gt,-10,QPSK,-20,bfp12,bfp12,60,1
gt,-10,QPSK,-20,bfp12,bfp8,60,3
gt,-10,QPSK,-20,bfp12,none,60,1
gt,-10,QPSK,-20,bfp12,sc16,60,2
gt,-10,QPSK,-20,bfp8,bfp12,60,1
gt,-10,QPSK,-20,bfp8,bfp8,60,3
gt,-10,QPSK,-20,bfp8,none,60,2
gt,-10,QPSK,-20,bfp8,sc16,60,2
gt,-10,QPSK,-20,none,bfp12,60,1
gt,-10,QPSK,-20,none,bfp8,60,3
gt,-10,QPSK,-20,none,none,60,1
gt,-10,QPSK,-20,none,sc16,60,2
gt,-10,QPSK,-20,sc16,bfp12,60,1
gt,-10,QPSK,-20,sc16,bfp8,60,3
gt,-10,QPSK,-20,sc16,none,60,1
gt,-10,QPSK,-20,sc16,sc16,60,2
gt,-10,QPSK,-5,bfp12,bfp12,60,32
gt,-10,QPSK,-5,bfp12,bfp8,60,34
gt,-10,QPSK,-5,bfp12,none,60,32
gt,-10,QPSK,-5,bfp12,sc16,60,34
gt,-10,QPSK,-5,bfp8,bfp12,60,32
gt,-10,QPSK,-5,bfp8,bfp8,60,34
gt,-10,QPSK,-5,bfp8,none,60,33
gt,-10,QPSK,-5,bfp8,sc16,60,34
gt,-10,QPSK,-5,none,bfp12,60,32
gt,-10,QPSK,-5,none,bfp8,60,34
gt,-10,QPSK,-5,none,none,60,32
gt,-10,QPSK,-5,none,sc16,60,34
gt,-10,QPSK,-5,sc16,bfp12,60,32
gt,-10,QPSK,-5,sc16,bfp8,60,34
gt,-10,QPSK,-5,sc16,none,60,32
gt,-10,QPSK,-5,sc16,sc16,60,34
gt,-10,QPSK,0,bfp12,bfp12,40,28
gt,-10,QPSK,0,bfp12,bfp8,40,29
gt,-10,QPSK,0,bfp12,none,40,28
gt,-10,QPSK,0,bfp12,sc16,40,25
gt,-10,QPSK,0,bfp8,bfp12,40,28
gt,-10,QPSK,0,bfp8,bfp8,40,30
gt,-10,QPSK,0,bfp8,none,40,28
gt,-10,QPSK,0,bfp8,sc16,40,25
gt,-10,QPSK,0,none,bfp12,40,28
gt,-10,QPSK,0,none,bfp8,40,30
gt,-10,QPSK,0,none,none,40,28
gt,-10,QPSK,0,none,sc16,40,25
gt,-10,QPSK,0,sc16,bfp12,40,28
gt,-10,QPSK,0,sc16,bfp8,40,30
gt,-10,QPSK,0,sc16,none,40,28
gt,-10,QPSK,0,sc16,sc16,40,25
gt,-10,QPSK,5,bfp12,bfp12,8,5
gt,-10,QPSK,5,bfp12,bfp8,8,2
gt,-10,QPSK,5,bfp12,none,8,2
gt,-10,QPSK,5,bfp12,sc16,8,0
gt,-10,QPSK,5,bfp8,bfp12,8,5
gt,-10,QPSK,5,bfp8,bfp8,8,2
gt,-10,QPSK,5,bfp8,none,8,2
gt,-10,QPSK,5,bfp8,sc16,8,0
gt,-10,QPSK,5,none,bfp12,8,5
gt,-10,QPSK,5,none,bfp8,8,2
gt,-10,QPSK,5,none,none,8,2
gt,-10,QPSK,5,none,sc16,8,0
gt,-10,QPSK,5,sc16,bfp12,8,5
gt,-10,QPSK,5,sc16,bfp8,8,2
gt,-10,QPSK,5,sc16,none,8,2
gt,-10,QPSK,5,sc16,sc16,8,0
gt,-10,QPSK,clean,bfp12,bfp12,32,0
gt,-10,QPSK,clean,bfp12,bfp8,32,1
gt,-10,QPSK,clean,bfp12,none,32,0
gt,-10,QPSK,clean,bfp12,sc16,32,0
gt,-10,QPSK,clean,bfp8,bfp12,32,0
gt,-10,QPSK,clean,bfp8,bfp8,32,1
gt,-10,QPSK,clean,bfp8,none,32,0
gt,-10,QPSK,clean,bfp8,sc16,32,0
gt,-10,QPSK,clean,none,bfp12,32,0
gt,-10,QPSK,clean,none,bfp8,32,1
gt,-10,QPSK,clean,none,none,32,0
gt,-10,QPSK,clean,none,sc16,32,0
gt,-10,QPSK,clean,sc16,bfp12,32,0
gt,-10,QPSK,clean,sc16,bfp8,32,1
gt,-10,QPSK,clean,sc16,none,32,0
gt,-10,QPSK,clean,sc16,sc16,32,0
gt,0,16QAM,-10,bfp12,bfp12,60,19
gt,0,16QAM,-10,bfp12,bfp8,60,17
gt,0,16QAM,-10,bfp12,none,60,20
gt,0,16QAM,-10,bfp12,sc16,60,19
gt,0,16QAM,-10,bfp8,bfp12,60,19
gt,0,16QAM,-10,bfp8,bfp8,60,17
gt,0,16QAM,-10,bfp8,none,60,19
gt,0,16QAM,-10,bfp8,sc16,60,20
gt,0,16QAM,-10,none,bfp12,60,19
gt,0,16QAM,-10,none,bfp8,60,17
gt,0,16QAM,-10,none,none,60,20
gt,0,16QAM,-10,none,sc16,60,19
gt,0,16QAM,-10,sc16,bfp12,60,19
gt,0,16QAM,-10,sc16,bfp8,60,17
gt,0,16QAM,-10,sc16,none,60,20
gt,0,16QAM,-10,sc16,sc16,60,19
gt,0,16QAM,-5,bfp12,bfp12,60,27
gt,0,16QAM,-5,bfp12,bfp8,60,30
gt,0,16QAM,-5,bfp12,none,60,33
gt,0,16QAM,-5,bfp12,sc16,60,24
gt,0,16QAM,-5,bfp8,bfp12,60,26
gt,0,16QAM,-5,bfp8,bfp8,60,30
gt,0,16QAM,-5,bfp8,none,60,34
gt,0,16QAM,-5,bfp8,sc16,60,24
gt,0,16QAM,-5,none,bfp12,60,27
gt,0,16QAM,-5,none,bfp8,60,30
gt,0,16QAM,-5,none,none,60,33
gt,0,16QAM,-5,none,sc16,60,24
gt,0,16QAM,-5,sc16,bfp12,60,27
gt,0,16QAM,-5,sc16,bfp8,60,30
gt,0,16QAM,-5,sc16,none,60,33
gt,0,16QAM,-5,sc16,sc16,60,24
gt,0,16QAM,0,bfp12,bfp12,60,15
gt,0,16QAM,0,bfp12,bfp8,60,19
