lane,variant,class,snr_bin,storage_codec,model_codec,n,correct
dino,30,BPSK,20,none,sc16,78,0
dino,30,BPSK,20,sc16,bfp12,78,0
dino,30,BPSK,20,sc16,bfp8,78,0
dino,30,BPSK,20,sc16,none,78,0
dino,30,BPSK,20,sc16,sc16,78,0
dino,30,BPSK,25,bfp12,bfp12,78,0
dino,30,BPSK,25,bfp12,bfp8,78,0
dino,30,BPSK,25,bfp12,none,78,0
dino,30,BPSK,25,bfp12,sc16,78,0
dino,30,BPSK,25,bfp8,bfp12,78,0
dino,30,BPSK,25,bfp8,bfp8,78,0
dino,30,BPSK,25,bfp8,none,78,0
dino,30,BPSK,25,bfp8,sc16,78,0
dino,30,BPSK,25,none,bfp12,78,0
dino,30,BPSK,25,none,bfp8,78,0
dino,30,BPSK,25,none,none,78,0
dino,30,BPSK,25,none,sc16,78,0
dino,30,BPSK,25,sc16,bfp12,78,0
dino,30,BPSK,25,sc16,bfp8,78,0
dino,30,BPSK,25,sc16,none,78,0
dino,30,BPSK,25,sc16,sc16,78,0
dino,30,BPSK,30,bfp12,bfp12,75,0
dino,30,BPSK,30,bfp12,bfp8,75,0
dino,30,BPSK,30,bfp12,none,75,0
dino,30,BPSK,30,bfp12,sc16,75,0
dino,30,BPSK,30,bfp8,bfp12,75,0
dino,30,BPSK,30,bfp8,bfp8,75,0
dino,30,BPSK,30,bfp8,none,75,0
dino,30,BPSK,30,bfp8,sc16,75,0
dino,30,BPSK,30,none,bfp12,75,0
dino,30,BPSK,30,none,bfp8,75,0
dino,30,BPSK,30,none,none,75,0
dino,30,BPSK,30,none,sc16,75,0
dino,30,BPSK,30,sc16,bfp12,75,0
dino,30,BPSK,30,sc16,bfp8,75,0
dino,30,BPSK,30,sc16,none,75,0
dino,30,BPSK,30,sc16,sc16,75,0
dino,30,BPSK,35,bfp12,bfp12,66,0
dino,30,BPSK,35,bfp12,bfp8,66,0
dino,30,BPSK,35,bfp12,none,66,0
dino,30,BPSK,35,bfp12,sc16,66,1
dino,30,BPSK,35,bfp8,bfp12,66,0
dino,30,BPSK,35,bfp8,bfp8,66,0
dino,30,BPSK,35,bfp8,none,66,0
dino,30,BPSK,35,bfp8,sc16,66,1
dino,30,BPSK,35,none,bfp12,66,0
dino,30,BPSK,35,none,bfp8,66,0
dino,30,BPSK,35,none,none,66,0
dino,30,BPSK,35,none,sc16,66,1
dino,30,BPSK,35,sc16,bfp12,66,0
dino,30,BPSK,35,sc16,bfp8,66,0
dino,30,BPSK,35,sc16,none,66,0
dino,30,BPSK,35,sc16,sc16,66,1
dino,30,BPSK,40,bfp12,bfp12,38,0
dino,30,BPSK,40,bfp12,bfp8,38,0
dino,30,BPSK,40,bfp12,none,38,0
dino,30,BPSK,40,bfp12,sc16,38,0
dino,30,BPSK,40,bfp8,bfp12,38,0
dino,30,BPSK,40,bfp8,bfp8,38,0
dino,30,BPSK,40,bfp8,none,38,0
dino,30,BPSK,40,bfp8,sc16,38,0
dino,30,BPSK,40,none,bfp12,38,0
dino,30,BPSK,40,none,bfp8,38,0
dino,30,BPSK,40,none,none,38,0
dino,30,BPSK,40,none,sc16,38,0
dino,30,BPSK,40,sc16,bfp12,38,0
dino,30,BPSK,40,sc16,bfp8,38,0
dino,30,BPSK,40,sc16,none,38,0
dino,30,BPSK,40,sc16,sc16,38,0
dino,30,BPSK,45,bfp12,bfp12,8,0
dino,30,BPSK,45,bfp12,bfp8,8,0
dino,30,BPSK,45,bfp12,none,8,0
dino,30,BPSK,45,bfp12,sc16,8,0
dino,30,BPSK,45,bfp8,bfp12,8,0
dino,30,BPSK,45,bfp8,bfp8,8,0
dino,30,BPSK,45,bfp8,none,8,0
dino,30,BPSK,45,bfp8,sc16,8,0
dino,30,BPSK,45,none,bfp12,8,0
dino,30,BPSK,45,none,bfp8,8,0
dino,30,BPSK,45,none,none,8,0
dino,30,BPSK,45,none,sc16,8,0
dino,30,BPSK,45,sc16,bfp12,8,0
dino,30,BPSK,45,sc16,bfp8,8,0
dino,30,BPSK,45,sc16,none,8,0
dino,30,BPSK,45,sc16,sc16,8,0
dino,30,BPSK,clean,bfp12,bfp12,24,0
dino,30,BPSK,clean,bfp12,bfp8,24,0
dino,30,BPSK,clean,bfp12,none,24,0
dino,30,BPSK,clean,bfp12,sc16,24,0
dino,30,BPSK,clean,bfp8,bfp12,24,0
dino,30,BPSK,clean,bfp8,bfp8,24,0
dino,30,BPSK,clean,bfp8,none,24,0
dino,30,BPSK,clean,bfp8,sc16,24,0
dino,30,BPSK,clean,none,bfp12,24,0
dino,30,BPSK,clean,none,bfp8,24,0
dino,30,BPSK,clean,none,none,24,0
dino,30,BPSK,clean,none,sc16,24,0
dino,30,BPSK,clean,sc16,bfp12,24,0
dino,30,BPSK,clean,sc16,bfp8,24,0
dino,30,BPSK,clean,sc16,none,24,0
dino,30,BPSK,clean,sc16,sc16,24,0
dino,30,Bluetooth,35,bfp12,bfp12,111,0
dino,30,Bluetooth,35,bfp12,bfp8,111,0
dino,30,Bluetooth,35,bfp12,none,111,0
dino,30,Bluetooth,35,bfp12,sc16,111,0
dino,30,Bluetooth,35,bfp8,bfp12,111,0
dino,30,Bluetooth,35,bfp8,bfp8,111,0
dino,30,Bluetooth,35,bfp8,none,111,1
dino,30,Bluetooth,35,bfp8,sc16,111,0
dino,30,Bluetooth,35,none,bfp12,111,0
dino,30,Bluetooth,35,none,bfp8,111,0
dino,30,Bluetooth,35,none,none,111,0
dino,30,Bluetooth,35,none,sc16,111,0
dino,30,Bluetooth,35,sc16,bfp12,111,0
dino,30,Bluetooth,35,sc16,bfp8,111,0
dino,30,Bluetooth,35,sc16,none,111,0
dino,30,Bluetooth,35,sc16,sc16,111,0
dino,30,Bluetooth,40,bfp12,bfp12,5,0
dino,30,Bluetooth,40,bfp12,bfp8,5,0
dino,30,Bluetooth,40,bfp12,none,5,0
dino,30,Bluetooth,40,bfp12,sc16,5,0
dino,30,Bluetooth,40,bfp8,bfp12,5,0
dino,30,Bluetooth,40,bfp8,bfp8,5,0
dino,30,Bluetooth,40,bfp8,none,5,0
dino,30,Bluetooth,40,bfp8,sc16,5,0
dino,30,Bluetooth,40,none,bfp12,5,0
dino,30,Bluetooth,40,none,bfp8,5,0
dino,30,Bluetooth,40,none,none,5,0
dino,30,Bluetooth,40,none,sc16,5,0
dino,30,Bluetooth,40,sc16,bfp12,5,0
dino,30,Bluetooth,40,sc16,bfp8,5,0
dino,30,Bluetooth,40,sc16,none,5,0
dino,30,Bluetooth,40,sc16,sc16,5,0
dino,30,Broadband_FM,20,bfp12,bfp12,5,5
dino,30,Broadband_FM,20,bfp12,bfp8,5,5
dino,30,Broadband_FM,20,bfp12,none,5,5
dino,30,Broadband_FM,20,bfp12,sc16,5,5
dino,30,Broadband_FM,20,bfp8,bfp12,5,5
dino,30,Broadband_FM,20,bfp8,bfp8,5,5
dino,30,Broadband_FM,20,bfp8,none,5,5
dino,30,Broadband_FM,20,bfp8,sc16,5,5
dino,30,Broadband_FM,20,none,bfp12,5,5
dino,30,Broadband_FM,20,none,bfp8,5,5
dino,30,Broadband_FM,20,none,none,5,5
dino,30,Broadband_FM,20,none,sc16,5,5
dino,30,Broadband_FM,20,sc16,bfp12,5,5
dino,30,Broadband_FM,20,sc16,bfp8,5,5
dino,30,Broadband_FM,20,sc16,none,5,5
dino,30,Broadband_FM,20,sc16,sc16,5,5
dino,30,Broadband_FM,25,bfp12,bfp12,5,5
dino,30,Broadband_FM,25,bfp12,bfp8,5,5
dino,30,Broadband_FM,25,bfp12,none,5,5
dino,30,Broadband_FM,25,bfp12,sc16,5,5
dino,30,Broadband_FM,25,bfp8,bfp12,5,5
dino,30,Broadband_FM,25,bfp8,bfp8,5,5
dino,30,Broadband_FM,25,bfp8,none,5,5
dino,30,Broadband_FM,25,bfp8,sc16,5,5
dino,30,Broadband_FM,25,none,bfp12,5,5
dino,30,Broadband_FM,25,none,bfp8,5,5
dino,30,Broadband_FM,25,none,none,5,5
dino,30,Broadband_FM,25,none,sc16,5,5
dino,30,Broadband_FM,25,sc16,bfp12,5,5
dino,30,Broadband_FM,25,sc16,bfp8,5,5
dino,30,Broadband_FM,25,sc16,none,5,5
dino,30,Broadband_FM,25,sc16,sc16,5,5
dino,30,Broadband_FM,35,bfp12,bfp12,4,4
dino,30,Broadband_FM,35,bfp12,bfp8,4,4
dino,30,Broadband_FM,35,bfp12,none,4,4
dino,30,Broadband_FM,35,bfp12,sc16,4,4
dino,30,Broadband_FM,35,bfp8,bfp12,4,4
dino,30,Broadband_FM,35,bfp8,bfp8,4,4
dino,30,Broadband_FM,35,bfp8,none,4,4
dino,30,Broadband_FM,35,bfp8,sc16,4,4
dino,30,Broadband_FM,35,none,bfp12,4,4
dino,30,Broadband_FM,35,none,bfp8,4,4
dino,30,Broadband_FM,35,none,none,4,4
dino,30,Broadband_FM,35,none,sc16,4,4
dino,30,Broadband_FM,35,sc16,bfp12,4,4
dino,30,Broadband_FM,35,sc16,bfp8,4,4
dino,30,Broadband_FM,35,sc16,none,4,4
dino,30,Broadband_FM,35,sc16,sc16,4,4
dino,30,Broadband_FM,45,bfp12,bfp12,4,3
dino,30,Broadband_FM,45,bfp12,bfp8,4,3
dino,30,Broadband_FM,45,bfp12,none,4,3
dino,30,Broadband_FM,45,bfp12,sc16,4,3
dino,30,Broadband_FM,45,bfp8,bfp12,4,3
dino,30,Broadband_FM,45,bfp8,bfp8,4,3
dino,30,Broadband_FM,45,bfp8,none,4,3
dino,30,Broadband_FM,45,bfp8,sc16,4,3
dino,30,Broadband_FM,45,none,bfp12,4,3
dino,30,Broadband_FM,45,none,bfp8,4,3
dino,30,Broadband_FM,45,none,none,4,3
dino,30,Broadband_FM,45,none,sc16,4,3
dino,30,Broadband_FM,45,sc16,bfp12,4,3
dino,30,Broadband_FM,45,sc16,bfp8,4,3
dino,30,Broadband_FM,45,sc16,none,4,3
dino,30,Broadband_FM,45,sc16,sc16,4,3
dino,30,NOISE,clean,bfp12,bfp12,4619,264
dino,30,NOISE,clean,bfp12,bfp8,4619,242
dino,30,NOISE,clean,bfp12,none,4619,223
dino,30,NOISE,clean,bfp12,sc16,4619,214
dino,30,NOISE,clean,bfp8,bfp12,4619,275
dino,30,NOISE,clean,bfp8,bfp8,4619,245
dino,30,NOISE,clean,bfp8,none,4619,211
dino,30,NOISE,clean,bfp8,sc16,4619,207
dino,30,NOISE,clean,none,bfp12,4619,264
dino,30,NOISE,clean,none,bfp8,4619,245
dino,30,NOISE,clean,none,none,4619,222
dino,30,NOISE,clean,none,sc16,4619,213
dino,30,NOISE,clean,sc16,bfp12,4619,264
dino,30,NOISE,clean,sc16,bfp8,4619,245
dino,30,NOISE,clean,sc16,none,4619,222
dino,30,NOISE,clean,sc16,sc16,4619,213
dino,30,Narrowband_FM,50,bfp12,bfp12,8,4
dino,30,Narrowband_FM,50,bfp12,bfp8,8,4
dino,30,Narrowband_FM,50,bfp12,none,8,4
dino,30,Narrowband_FM,50,bfp12,sc16,8,4
dino,30,Narrowband_FM,50,bfp8,bfp12,8,4
dino,30,Narrowband_FM,50,bfp8,bfp8,8,4
dino,30,Narrowband_FM,50,bfp8,none,8,4
dino,30,Narrowband_FM,50,bfp8,sc16,8,4
dino,30,Narrowband_FM,50,none,bfp12,8,4
dino,30,Narrowband_FM,50,none,bfp8,8,4
dino,30,Narrowband_FM,50,none,none,8,4
dino,30,Narrowband_FM,50,none,sc16,8,4
dino,30,Narrowband_FM,50,sc16,bfp12,8,4
dino,30,Narrowband_FM,50,sc16,bfp8,8,4
dino,30,Narrowband_FM,50,sc16,none,8,4
dino,30,Narrowband_FM,50,sc16,sc16,8,4
dino,30,OFDM,15,bfp12,bfp12,43,5
dino,30,OFDM,15,bfp12,bfp8,43,3
dino,30,OFDM,15,bfp12,none,43,5
dino,30,OFDM,15,bfp12,sc16,43,5
dino,30,OFDM,15,bfp8,bfp12,43,5
dino,30,OFDM,15,bfp8,bfp8,43,3
dino,30,OFDM,15,bfp8,none,43,5
dino,30,OFDM,15,bfp8,sc16,43,5
dino,30,OFDM,15,none,bfp12,43,5
dino,30,OFDM,15,none,bfp8,43,3
dino,30,OFDM,15,none,none,43,5
dino,30,OFDM,15,none,sc16,43,5
dino,30,OFDM,15,sc16,bfp12,43,5
dino,30,OFDM,15,sc16,bfp8,43,3
dino,30,OFDM,15,sc16,none,43,5
dino,30,OFDM,15,sc16,sc16,43,5
dino,30,OFDM,20,bfp12,bfp12,6,6
dino,30,OFDM,20,bfp12,bfp8,6,6
dino,30,OFDM,20,bfp12,none,6,6
dino,30,OFDM,20,bfp12,sc16,6,6
dino,30,OFDM,20,bfp8,bfp12,6,6
dino,30,OFDM,20,bfp8,bfp8,6,6
dino,30,OFDM,20,bfp8,none,6,6
dino,30,OFDM,20,bfp8,sc16,6,6
dino,30,OFDM,20,none,bfp12,6,6
dino,30,OFDM,20,none,bfp8,6,6
dino,30,OFDM,20,none,none,6,6
dino,30,OFDM,20,none,sc16,6,6
dino,30,OFDM,20,sc16,bfp12,6,6
dino,30,OFDM,20,sc16,bfp8,6,6
dino,30,OFDM,20,sc16,none,6,6
dino,30,OFDM,20,sc16,sc16,6,6
dino,30,OFDM,25,bfp12,bfp12,47,37
dino,30,OFDM,25,bfp12,bfp8,47,32
dino,30,OFDM,25,bfp12,none,47,35
dino,30,OFDM,25,bfp12,sc16,47,40
dino,30,OFDM,25,bfp8,bfp12,47,37
dino,30,OFDM,25,bfp8,bfp8,47,32
dino,30,OFDM,25,bfp8,none,47,35
dino,30,OFDM,25,bfp8,sc16,47,39
dino,30,OFDM,25,none,bfp12,47,37
dino,30,OFDM,25,none,bfp8,47,32
dino,30,OFDM,25,none,none,47,35
dino,30,OFDM,25,none,sc16,47,40
dino,30,OFDM,25,sc16,bfp12,47,37
dino,30,OFDM,25,sc16,bfp8,47,32
dino,30,OFDM,25,sc16,none,47,35
dino,30,OFDM,25,sc16,sc16,47,40
dino,30,OFDM,30,bfp12,bfp12,69,43
dino,30,OFDM,30,bfp12,bfp8,69,31
dino,30,OFDM,30,bfp12,none,69,42
dino,30,OFDM,30,bfp12,sc16,69,48
dino,30,OFDM,30,bfp8,bfp12,69,43
dino,30,OFDM,30,bfp8,bfp8,69,31
dino,30,OFDM,30,bfp8,none,69,41
dino,30,OFDM,30,bfp8,sc16,69,48
dino,30,OFDM,30,none,bfp12,69,43
dino,30,OFDM,30,none,bfp8,69,31
dino,30,OFDM,30,none,none,69,42
dino,30,OFDM,30,none,sc16,69,48
dino,30,OFDM,30,sc16,bfp12,69,43
dino,30,OFDM,30,sc16,bfp8,69,31
dino,30,OFDM,30,sc16,none,69,42
dino,30,OFDM,30,sc16,sc16,69,48
dino,30,OFDM,clean,bfp12,bfp12,1,0
dino,30,OFDM,clean,bfp12,bfp8,1,0
dino,30,OFDM,clean,bfp12,none,1,0
dino,30,OFDM,clean,bfp12,sc16,1,0
dino,30,OFDM,clean,bfp8,bfp12,1,0
dino,30,OFDM,clean,bfp8,bfp8,1,0
dino,30,OFDM,clean,bfp8,none,1,0
dino,30,OFDM,clean,bfp8,sc16,1,0
dino,30,OFDM,clean,none,bfp12,1,0
dino,30,OFDM,clean,none,bfp8,1,0
dino,30,OFDM,clean,none,none,1,0
dino,30,OFDM,clean,none,sc16,1,0
dino,30,OFDM,clean,sc16,bfp12,1,0
dino,30,OFDM,clean,sc16,bfp8,1,0
dino,30,OFDM,clean,sc16,none,1,0
dino,30,OFDM,clean,sc16,sc16,1,0
dino,30,QPSK,20,bfp12,bfp12,80,0
dino,30,QPSK,20,bfp12,bfp8,80,0
dino,30,QPSK,20,bfp12,none,80,0
dino,30,QPSK,20,bfp12,sc16,80,0
dino,30,QPSK,20,bfp8,bfp12,80,0
dino,30,QPSK,20,bfp8,bfp8,80,0
dino,30,QPSK,20,bfp8,none,80,0
dino,30,QPSK,20,bfp8,sc16,80,0
dino,30,QPSK,20,none,bfp12,80,0
dino,30,QPSK,20,none,bfp8,80,0
dino,30,QPSK,20,none,none,80,0
dino,30,QPSK,20,none,sc16,80,0
dino,30,QPSK,20,sc16,bfp12,80,0
dino,30,QPSK,20,sc16,bfp8,80,0
dino,30,QPSK,20,sc16,none,80,0
dino,30,QPSK,20,sc16,sc16,80,0
dino,30,QPSK,25,bfp12,bfp12,80,0
dino,30,QPSK,25,bfp12,bfp8,80,0
dino,30,QPSK,25,bfp12,none,80,0
dino,30,QPSK,25,bfp12,sc16,80,0
dino,30,QPSK,25,bfp8,bfp12,80,0
dino,30,QPSK,25,bfp8,bfp8,80,0
dino,30,QPSK,25,bfp8,none,80,0
dino,30,QPSK,25,bfp8,sc16,80,0
dino,30,QPSK,25,none,bfp12,80,0
dino,30,QPSK,25,none,bfp8,80,0
dino,30,QPSK,25,none,none,80,0
dino,30,QPSK,25,none,sc16,80,0
dino,30,QPSK,25,sc16,bfp12,80,0
dino,30,QPSK,25,sc16,bfp8,80,0
dino,30,QPSK,25,sc16,none,80,0
dino,30,QPSK,25,sc16,sc16,80,0
dino,30,QPSK,30,bfp12,bfp12,81,0
dino,30,QPSK,30,bfp12,bfp8,81,0
dino,30,QPSK,30,bfp12,none,81,0
dino,30,QPSK,30,bfp12,sc16,81,0
dino,30,QPSK,30,bfp8,bfp12,81,0
dino,30,QPSK,30,bfp8,bfp8,81,0
dino,30,QPSK,30,bfp8,none,81,0
dino,30,QPSK,30,bfp8,sc16,81,0
dino,30,QPSK,30,none,bfp12,81,0
dino,30,QPSK,30,none,bfp8,81,0
dino,30,QPSK,30,none,none,81,0
dino,30,QPSK,30,none,sc16,81,0
dino,30,QPSK,30,sc16,bfp12,81,0
dino,30,QPSK,30,sc16,bfp8,81,0
dino,30,QPSK,30,sc16,none,81,0
dino,30,QPSK,30,sc16,sc16,81,0
dino,30,QPSK,35,bfp12,bfp12,69,0
dino,30,QPSK,35,bfp12,bfp8,69,0
dino,30,QPSK,35,bfp12,none,69,0
dino,30,QPSK,35,bfp12,sc16,69,0
dino,30,QPSK,35,bfp8,bfp12,69,0
dino,30,QPSK,35,bfp8,bfp8,69,0
dino,30,QPSK,35,bfp8,none,69,0
dino,30,QPSK,35,bfp8,sc16,69,0
dino,30,QPSK,35,none,bfp12,69,0
dino,30,QPSK,35,none,bfp8,69,0
dino,30,QPSK,35,none,none,69,0
dino,30,QPSK,35,none,sc16,69,0
dino,30,QPSK,35,sc16,bfp12,69,0
dino,30,QPSK,35,sc16,bfp8,69,0
dino,30,QPSK,35,sc16,none,69,0
dino,30,QPSK,35,sc16,sc16,69,0
dino,30,QPSK,40,bfp12,bfp12,45,0
dino,30,QPSK,40,bfp12,bfp8,45,0
dino,30,QPSK,40,bfp12,none,45,0
dino,30,QPSK,40,bfp12,sc16,45,0
dino,30,QPSK,40,bfp8,bfp12,45,0
dino,30,QPSK,40,bfp8,bfp8,45,0
dino,30,QPSK,40,bfp8,none,45,0
dino,30,QPSK,40,bfp8,sc16,45,0
dino,30,QPSK,40,none,bfp12,45,0
dino,30,QPSK,40,none,bfp8,45,0
dino,30,QPSK,40,none,none,45,0
dino,30,QPSK,40,none,sc16,45,0
dino,30,QPSK,40,sc16,bfp12,45,0
dino,30,QPSK,40,sc16,bfp8,45,0
dino,30,QPSK,40,sc16,none,45,0
dino,30,QPSK,40,sc16,sc16,45,0
dino,30,QPSK,45,bfp12,bfp12,10,0
dino,30,QPSK,45,bfp12,bfp8,10,0
dino,30,QPSK,45,bfp12,none,10,0
dino,30,QPSK,45,bfp12,sc16,10,0
dino,30,QPSK,45,bfp8,bfp12,10,0
dino,30,QPSK,45,bfp8,bfp8,10,0
dino,30,QPSK,45,bfp8,none,10,0
dino,30,QPSK,45,bfp8,sc16,10,0
dino,30,QPSK,45,none,bfp12,10,0
dino,30,QPSK,45,none,bfp8,10,0
dino,30,QPSK,45,none,none,10,0
dino,30,QPSK,45,none,sc16,10,0
dino,30,QPSK,45,sc16,bfp12,10,0
dino,30,QPSK,45,sc16,bfp8,10,0
dino,30,QPSK,45,sc16,none,10,0
dino,30,QPSK,45,sc16,sc16,10,0
dino,30,QPSK,clean,bfp12,bfp12,23,0
dino,30,QPSK,clean,bfp12,bfp8,23,0
dino,30,QPSK,clean,bfp12,none,23,0
dino,30,QPSK,clean,bfp12,sc16,23,0
dino,30,QPSK,clean,bfp8,bfp12,23,0
dino,30,QPSK,clean,bfp8,bfp8,23,0
dino,30,QPSK,clean,bfp8,none,23,0
dino,30,QPSK,clean,bfp8,sc16,23,0
dino,30,QPSK,clean,none,bfp12,23,0
dino,30,QPSK,clean,none,bfp8,23,0
dino,30,QPSK,clean,none,none,23,0
dino,30,QPSK,clean,none,sc16,23,0
dino,30,QPSK,clean,sc16,bfp12,23,0
dino,30,QPSK,clean,sc16,bfp8,23,0
dino,30,QPSK,clean,sc16,none,23,0
dino,30,QPSK,clean,sc16,sc16,23,0
dino,clean,16QAM,clean,bfp12,bfp12,404,1
dino,clean,16QAM,clean,bfp12,bfp8,404,0
dino,clean,16QAM,clean,bfp12,none,404,1
dino,clean,16QAM,clean,bfp12,sc16,404,0
dino,clean,16QAM,clean,bfp8,bfp12,404,1
dino,clean,16QAM,clean,bfp8,bfp8,404,0
dino,clean,16QAM,clean,bfp8,none,404,1
dino,clean,16QAM,clean,bfp8,sc16,404,0
dino,clean,16QAM,clean,none,bfp12,404,1
dino,clean,16QAM,clean,none,bfp8,404,0
dino,clean,16QAM,clean,none,none,404,1
dino,clean,16QAM,clean,none,sc16,404,0
dino,clean,16QAM,clean,sc16,bfp12,404,1
dino,clean,16QAM,clean,sc16,bfp8,404,0
dino,clean,16QAM,clean,sc16,none,404,1
dino,clean,16QAM,clean,sc16,sc16,404,0
dino,clean,5G_Downlink,clean,bfp12,bfp12,306,40
dino,clean,5G_Downlink,clean,bfp12,bfp8,306,40
dino,clean,5G_Downlink,clean,bfp12,none,306,53
dino,clean,5G_Downlink,clean,bfp12,sc16,306,42
dino,clean,5G_Downlink,clean,bfp8,bfp12,306,42
dino,clean,5G_Downlink,clean,bfp8,bfp8,306,40
dino,clean,5G_Downlink,clean,bfp8,none,306,53
dino,clean,5G_Downlink,clean,bfp8,sc16,306,43
dino,clean,5G_Downlink,clean,none,bfp12,306,40
dino,clean,5G_Downlink,clean,none,bfp8,306,40
dino,clean,5G_Downlink,clean,none,none,306,54
dino,clean,5G_Downlink,clean,none,sc16,306,42
dino,clean,5G_Downlink,clean,sc16,bfp12,306,40
dino,clean,5G_Downlink,clean,sc16,bfp8,306,40
dino,clean,5G_Downlink,clean,sc16,none,306,54
dino,clean,5G_Downlink,clean,sc16,sc16,306,42
dino,clean,802_11ax,clean,bfp12,bfp12,125,121
dino,clean,802_11ax,clean,bfp12,bfp8,125,124
dino,clean,802_11ax,clean,bfp12,none,125,123
dino,clean,802_11ax,clean,bfp12,sc16,125,123
dino,clean,802_11ax,clean,bfp8,bfp12,125,120
dino,clean,802_11ax,clean,bfp8,bfp8,125,124
dino,clean,802_11ax,clean,bfp8,none,125,123
dino,clean,802_11ax,clean,bfp8,sc16,125,123
dino,clean,802_11ax,clean,none,bfp12,125,121
dino,clean,802_11ax,clean,none,bfp8,125,124
dino,clean,802_11ax,clean,none,none,125,123
dino,clean,802_11ax,clean,none,sc16,125,123
dino,clean,802_11ax,clean,sc16,bfp12,125,121
dino,clean,802_11ax,clean,sc16,bfp8,125,124
dino,clean,802_11ax,clean,sc16,none,125,123
dino,clean,802_11ax,clean,sc16,sc16,125,123
dino,clean,BPSK,clean,bfp12,bfp12,369,0
dino,clean,BPSK,clean,bfp12,bfp8,369,0
dino,clean,BPSK,clean,bfp12,none,369,0
dino,clean,BPSK,clean,bfp12,sc16,369,0
dino,clean,BPSK,clean,bfp8,bfp12,369,0
dino,clean,BPSK,clean,bfp8,bfp8,369,0
dino,clean,BPSK,clean,bfp8,none,369,0
dino,clean,BPSK,clean,bfp8,sc16,369,0
dino,clean,BPSK,clean,none,bfp12,369,0
dino,clean,BPSK,clean,none,bfp8,369,0
dino,clean,BPSK,clean,none,none,369,0
dino,clean,BPSK,clean,none,sc16,369,0
dino,clean,BPSK,clean,sc16,bfp12,369,0
dino,clean,BPSK,clean,sc16,bfp8,369,0
dino,clean,BPSK,clean,sc16,none,369,0
dino,clean,BPSK,clean,sc16,sc16,369,0
dino,clean,Bluetooth,clean,bfp12,bfp12,167,0
dino,clean,Bluetooth,clean,bfp12,bfp8,167,0
dino,clean,Bluetooth,clean,bfp12,none,167,0
dino,clean,Bluetooth,clean,bfp12,sc16,167,0
dino,clean,Bluetooth,clean,bfp8,bfp12,167,0
dino,clean,Bluetooth,clean,bfp8,bfp8,167,0
dino,clean,Bluetooth,clean,bfp8,none,167,0
dino,clean,Bluetooth,clean,bfp8,sc16,167,0
dino,clean,Bluetooth,clean,none,bfp12,167,0
dino,clean,Bluetooth,clean,none,bfp8,167,0
dino,clean,Bluetooth,clean,none,none,167,0
dino,clean,Bluetooth,clean,none,sc16,167,0
dino,clean,Bluetooth,clean,sc16,bfp12,167,0
dino,clean,Bluetooth,clean,sc16,bfp8,167,0
dino,clean,Bluetooth,clean,sc16,none,167,0
dino,clean,Bluetooth,clean,sc16,sc16,167,0
dino,clean,Broadband_FM,clean,bfp12,bfp12,18,11
dino,clean,Broadband_FM,clean,bfp12,bfp8,18,12
dino,clean,Broadband_FM,clean,bfp12,none,18,12
dino,clean,Broadband_FM,clean,bfp12,sc16,18,12
dino,clean,Broadband_FM,clean,bfp8,bfp12,18,11
dino,clean,Broadband_FM,clean,bfp8,bfp8,18,12
dino,clean,Broadband_FM,clean,bfp8,none,18,12
dino,clean,Broadband_FM,clean,bfp8,sc16,18,12
dino,clean,Broadband_FM,clean,none,bfp12,18,11
dino,clean,Broadband_FM,clean,none,bfp8,18,12
dino,clean,Broadband_FM,clean,none,none,18,12
dino,clean,Broadband_FM,clean,none,sc16,18,12
dino,clean,Broadband_FM,clean,sc16,bfp12,18,11
dino,clean,Broadband_FM,clean,sc16,bfp8,18,12
dino,clean,Broadband_FM,clean,sc16,none,18,12
dino,clean,Broadband_FM,clean,sc16,sc16,18,12
dino,clean,NOISE,clean,bfp12,bfp12,947,0
dino,clean,NOISE,clean,bfp12,bfp8,947,0
dino,clean,NOISE,clean,bfp12,none,947,0
dino,clean,NOISE,clean,bfp12,sc16,947,0
dino,clean,NOISE,clean,bfp8,bfp12,947,0
dino,clean,NOISE,clean,bfp8,bfp8,947,0
dino,clean,NOISE,clean,bfp8,none,947,0
dino,clean,NOISE,clean,bfp8,sc16,947,0
dino,clean,NOISE,clean,none,bfp12,947,0
dino,clean,NOISE,clean,none,bfp8,947,0
dino,clean,NOISE,clean,none,none,947,0
dino,clean,NOISE,clean,none,sc16,947,0
dino,clean,NOISE,clean,sc16,bfp12,947,0
dino,clean,NOISE,clean,sc16,bfp8,947,0
dino,clean,NOISE,clean,sc16,none,947,0
dino,clean,NOISE,clean,sc16,sc16,947,0
dino,clean,Narrowband_FM,clean,bfp12,bfp12,13,0
dino,clean,Narrowband_FM,clean,bfp12,bfp8,13,0
dino,clean,Narrowband_FM,clean,bfp12,none,13,0
dino,clean,Narrowband_FM,clean,bfp12,sc16,13,0
dino,clean,Narrowband_FM,clean,bfp8,bfp12,13,0
dino,clean,Narrowband_FM,clean,bfp8,bfp8,13,0
dino,clean,Narrowband_FM,clean,bfp8,none,13,0
dino,clean,Narrowband_FM,clean,bfp8,sc16,13,0
dino,clean,Narrowband_FM,clean,none,bfp12,13,0
dino,clean,Narrowband_FM,clean,none,bfp8,13,0
dino,clean,Narrowband_FM,clean,none,none,13,0
dino,clean,Narrowband_FM,clean,none,sc16,13,0
dino,clean,Narrowband_FM,clean,sc16,bfp12,13,0
