stem,atten,det,iou,recall,precision
attenuation_dB_40,40,coherent_power,0.16118823720418413,0.16675820367072272,0.8283493139799756
attenuation_dB_40,40,cuda_dino,0.09255299663198974,0.13202390982094295,0.23639349427383435
attenuation_dB_40,40,finetuned_dino,0.9559500767536542,0.9928601136836268,0.9625672043010752
attenuation_dB_40,40,coherent_power,0.12776572668112798,0.41566690190543404,0.1557377049180328
attenuation_dB_40,40,cuda_dino,0.056783048035593094,0.5314043754410727,0.05977613717551798
attenuation_dB_40,40,finetuned_dino,0.8312537136066548,0.9872971065631616,0.8402402402402402
attenuation_dB_45,45,coherent_power,0.47273358805140675,0.6739625631375656,0.6128974151130325
attenuation_dB_45,45,cuda_dino,0.2007494351683474,0.7216004753887293,0.21760296269748827
attenuation_dB_45,45,finetuned_dino,0.7345799882514196,0.7430920075269882,0.9846456692913386
attenuation_dB_45,45,coherent_power,0.019012301226968873,0.019060040180482823,0.8835959447905215
attenuation_dB_45,45,cuda_dino,0.1268440570075316,0.1271870368540658,0.979182936600505
attenuation_dB_45,45,finetuned_dino,0.9751163487750767,0.9921753449922603,0.982673225341362
attenuation_dB_45,45,coherent_power,0.020747698543835517,0.02085156857131171,0.8063903827902562
attenuation_dB_45,45,cuda_dino,0.04215581060887307,0.04421530532946133,0.47507756673375934
attenuation_dB_45,45,finetuned_dino,0.17213807799265918,0.1728708740643789,0.975966378792777
attenuation_dB_45,45,coherent_power,0.05705800008094917,0.0578018827109001,0.8159591242041395
attenuation_dB_45,45,cuda_dino,0.07984471125223258,0.09101654512087184,0.3941200959984327
attenuation_dB_45,45,finetuned_dino,0.2007476299035085,0.20181739005030555,0.9742747935294519
attenuation_dB_45,45,coherent_power,0.13510481097409474,0.1391011659530926,0.8246412208866114
attenuation_dB_45,45,cuda_dino,0.09632684695656987,0.13118991841021085,0.2660434231794155
attenuation_dB_45,45,finetuned_dino,0.26747427670205964,0.2849637827503568,0.8133656137114749
attenuation_dB_45,45,coherent_power,0.5701701967554169,0.7283573649985864,0.7241602248770204
attenuation_dB_45,45,cuda_dino,0.24115674842107998,0.7869946282160023,0.2579963482338984
attenuation_dB_45,45,finetuned_dino,0.9103640014415899,0.999830364715861,0.9105046343975283
attenuation_dB_50,50,coherent_power,0.6198427382053654,0.8929237739872068,0.6696147504122321
attenuation_dB_50,50,cuda_dino,0.2257246376811594,0.9132462686567164,0.230670840486048
attenuation_dB_50,50,finetuned_dino,0.9854235062376888,1.0,0.9854235062376888
attenuation_dB_50,50,coherent_power,0.011330553481387017,0.011357397295657554,0.8274036147214564
attenuation_dB_50,50,cuda_dino,0.08626382393004449,0.08703933971274622,0.906382339878521
attenuation_dB_50,50,finetuned_dino,0.9496567585239892,0.9849663308764784,0.963624236013164
attenuation_dB_50,50,coherent_power,0.011779234275708457,0.011832452040547822,0.7236804291598812
attenuation_dB_50,50,cuda_dino,0.010777124329024194,0.011182446401944691,0.22918639551867487
attenuation_dB_50,50,finetuned_dino,0.1125876557293152,0.11284802711541594,0.9799183951037063
